kml_name;kml_description;longitude;latitude;height
Thrakones;GreeceGreek(Achaian);23.74407847;37.91694534;0
Eleusis;GreeceGreek(Achaian);23.53777906;38.04143953;0
Phyle;GreeceGreek(Achaian);23.63660039;38.13983213;0
Delos;GreeceCarian;25.26757597;37.4017393;0
Kythnos;GreeceCarian;24.42169252;37.39055861;0
Philippi;Greece;24.2844774;41.01886938;0
Imbros;Greece;25.90083111;40.2287186;0
Tolophon;Greece;22.19734566;38.37119613;0
Palaeopoli;Greece;25.5294765;40.50096658;0
Atalanta;Greece;23.0966423;38.67407506;0
Myrina;Greece;25.06251143;39.87587851;0
Amphilochia;Greece;21.16624546;38.86279799;0
The Island of the Magnetes(Pelasgia);Greece;24.56440859;38.90657096;0
Pharsalus;Greece;22.38610575;39.29493041;0
Lefkada;Greece;20.70995498;38.83402059;0
Edessa;Greece;22.05054605;40.80353246;0
Dion;Greece;22.4925147;40.17120093;0
Stageira;Greece;23.7514;40.5303;0
Mende;Greece;23.37539573;40.46704857;0
Toroni;Greece;23.876382;40.01754028;0
Thermos;Greece;21.66817883;38.55896503;0
Potidaia;Greece;23.33073923;40.1950092;0
Olynthus;Greece;23.33838901;40.28184826;0
Akanthos;Greece;23.87894804;40.3985572;0
Hydrama(Dravescus);Greece;24.14657002;41.15066885;0
Naupactus;Greece;21.82831486;38.39774054;0
Kierion;Greece;22.07557275;39.36946712;0
Galaxidi;Greece;22.38234153;38.37562284;0
Crissa;Greece;22.44888368;38.45743253;0
Thermopylae;Greece;22.5675752;38.82097533;0
Tiryns;GreeceGreek(Mycenaean);22.79942841;37.59913182;0
Florina;GreeceGreek (Macedonian);21.41348951;40.78316136;0
Pella;GreeceMacedonian;22.51914178;40.75660505;0
Chalastra;GreeceMacedonia;22.72811509;40.6312424;0
Pydna;GreeceMacedonian;22.58460335;40.36838602;0
Sindos;GreeceMacedonian;22.80344459;40.66913434;0
Aegae;GreekMacedonian;22.3213275;40.4786511;0
Berea;GreeceMacedonian;22.19827928;40.51938213;0
Therma(Thessalonica);GreeceMacedonian;22.91301728;40.65416345;0
Vergina;GreeceMacedonian;22.31870405;40.48493603;0
Mieza;GreeceMacedonian;22.12270314;40.64495608;0
Phylakop;GreeceMinoan;24.46030293;36.73405148;0
Zakros;Greece(Crete)Minoan;26.26118712;35.09822432;0
Zominthos;Greece(Crete)Minoan;24.88695981;35.24887423;0
Tylissos;Greece(Crete)Minoan;25.02065752;35.29852337;0
Amnisos;Greece(Crete)Minoan;25.20594613;35.3306739;0
Archanes;Greece(Crete)Minoan;25.15875561;35.23476204;0
Lebena;Greece(Crete)Minoan;24.92935917;34.93108263;0
Malia;Greece(Crete)Minoan;25.49316483;35.29314081;0
Mochlos;Greece(Crete)Minoan;25.90625817;35.1866185;0
Akrotiri (Santorini);GreeceMinoanMost likely spot for the city of Atlantis;25.40332002;36.35146259;0
Petras;Greece(Crete)Minoan;26.11501502;35.19697573;0
Gournia;Greece(Crete)Minoan;25.79284486;35.10953034;0
Pseira;Greece(Crete)Minoan;25.86217006;35.19074818;0
Itanos;Greece(Crete)Minoan;26.26366286;35.26340214;0
Roussolakkos;Greece(Crete)Minoan;26.27547369;35.19521671;0
Ayios Georgios;Greece(Crete)Minoan;26.07484689;35.12508219;0
Aptera;Greece(Crete)Minoan;24.14064064;35.46179805;0
Gortyn;Greece(Crete)Minoan;24.95135023;35.05848292;0
Kommos;Greece(Crete)Minoan;24.76566342;35.01166797;0
Stylos;Greece(Crete)Minoan;24.13114743;35.449704;0
Hagia Triada;Greece(Crete)Minoan;24.79246798;35.05914347;0
Phalasarna;Greece(Crete);23.56920111;35.50962664;0
Lissos;Greece(Crete);23.78630293;35.24146456;0
Traianoupolis;Greece;26.03282356;40.86496959;0
Knossos;Greece(Crete)Greek;25.16316779;35.29788848;0
Karfi;Greece (Crete)Minoan;25.4706917;35.21741809;0
Chersonasos;Greece(Crete);25.38919958;35.32178684;0
Mirtos;Greece(Crete);25.59299509;35.00789;0
Phaestus;Greece(Crete)Greek;24.8138248;35.05115587;0
Cydonia;Greece(Crete)Greek;24.01974921;35.51685149;0
Syia;Greece(Crete);23.81484358;35.24982573;0
Polyrrhenia;Greece(Crete);23.65548442;35.45873056;0
Trikka;GreeceTessaly;21.76381817;39.55180172;0
Karditsa;GreeceThessaly;21.92530733;39.3652818;0
Thassos;GreecePhoenician?;24.70945372;40.77800581;0
Thera;GreecePhonician;25.47772078;36.36441233;0
Singos;GreeceDelian League;23.77079148;40.1970992;0
Aphitos;GreeceDelian League;23.43740807;40.10064033;0
Scione;GreeceDelian League;23.52900934;39.9469923;0
Patmos;GreeceDorian;26.54890566;37.31008736;0
Folegandros;GreeceDorian;24.91950207;36.62662227;0
Asine(Rhion);GreekMessenian;21.9628977;36.79489127;0
Serrae;GreeceTracian;23.55384155;41.09058913;0
Anticyra;Greece;22.62497848;38.38131698;0
Amfissa;GreeceLocrian;22.37700328;38.52596733;0
Hypata;Greece;22.24078477;38.87157163;0
Pteleum;Greece;22.95597345;39.04998153;0
Lamia;Greece;22.44131163;38.89326173;0
Thisbae;Greece;23.18096091;38.31787946;0
Thisbae;Greece;22.96897909;38.26734105;0
Echedamia;Greece;22.52918963;38.41728962;0
Cassope;Greece;20.67472693;39.14555741;0
Elimea;Greece;21.42918955;40.07997463;0
Aeane;Greece;21.81990447;40.15990033;0
Methone;Greece;22.5793444;40.43862447;0
Pyrassos;Greece;22.81897892;39.27653118;0
Halos;Greece;22.86297436;39.12973139;0
Orraon;Greece;20.92579712;39.27149278;0
Meliboea;Greece;22.79491482;39.75038574;0
Thaumaci;Greece;22.28519851;39.14849763;0
Larymna;Greece;23.28577052;38.56492037;0
Melitaea;Greece;22.45159299;39.04463622;0
Lebadea;Greece;22.87826553;38.43640974;0
Aegira;Greece;22.37882211;38.13267863;0
Bassae;GreeceTemple sight;21.90003469;37.42988204;0
Arnissa;Greece;21.83593458;40.79972059;0
Pleuron;GreeceGreek;21.40996398;38.41422668;0
Stratos;GreeceGreek;21.31570847;38.67131995;0
Kalydon;GreeceGreek;21.53407193;38.37423598;0
Nicopolis;GreeceGreek;20.73309998;39.01116938;0
Elaeus;GreeceGreek;21.49979376;38.29998656;0
Amphipolis;GreeceGreek;23.84786171;40.82031988;0
Oiniadai;GreeceGreek;21.19511635;38.40940245;0
Dodona;GreeceGreek;20.78530441;39.54564852;0
Corfu(Kerkyra);GreeceGreek;19.92023376;39.62163851;0
Larissa;GreeceGreek;22.41338981;39.64125386;0
Neapolis;GreeceGreek;24.41873404;40.93318861;0
Abdera;GreeceGreek;24.97336006;40.93606625;0
Aegium;GreeceGreek city;22.08314929;38.24998089;0
Rhodes;GreeceGreek;28.22714192;36.44228094;0
Patras;GreeceGreek city;21.74052002;38.24558537;0
Korissia;GreeceGreek;24.32597364;37.66902693;0
Mytilene;GreeceGreek;26.5591686;39.10916048;0
Thorikos;GreeceGreek;24.05403551;37.73490503;0
Lousoi;GreeceGreek city;22.10992207;37.97105582;0
Soureza;GreeceGreek;24.02153985;37.69243337;0
Chalcis;GreeceGreek;23.59853164;38.46345038;0
Hyria;GreeceGreek;23.62888473;38.38467499;0
Oropos;GreeceGreek;23.84450495;38.2908396;0
Marathon;GreeceGreek;23.97894775;38.11781291;0
Vravrona;GreeceGreek;24.00421406;37.92736856;0
Rhamnous;GreeceGreek;24.02667104;38.22238652;0
Sounion;GreeceGreek;24.0291198;37.65805421;0
Aulis;GreeceGreek;23.5995875;38.41700875;0
Eretria;GreeceGreek;23.79146038;38.39148438;0
Thebes;GreeceGreek;23.30763723;38.3284081;0
Lefkandi;GreeceGreek;23.6784883;38.41076623;0
Plataea;GreeceGreek;23.27688863;38.22028234;0
Aigosthena;GreeceGreek;23.2301145;38.14648932;0
Eleutherai;GreeceGreek;23.38219681;38.17642505;0
Aphaia;GreeceGreek;23.53923558;37.74684761;0
Iolcus;GreeceGreek;22.95167932;39.36577744;0
Paleochora;GreeceGreek;23.49024993;37.75136708;0
Aigina;GreeceGreek;23.42372152;37.749995;0
Demetrias;GreeceGreek;22.93364695;39.34263662;0
Delphi;GreeceGreek;22.49740035;38.4826212;0
Ithica;GreeceGreek;20.72057819;38.36423578;0
Palairos;Greece;20.82470213;38.83623365;0
Terpillos;Greece;22.95240791;41.03922698;0
Paros;GreeceGreek;25.150871;37.08372492;0
Oenoe (Icaria);Greece;26.28827607;37.61512338;0
Heraion of Samos;Greece;26.88651609;37.67228029;0
Kimolos;GreeceGreek;24.57057488;36.7968687;0
Sifnos;Greece;24.68761204;36.97332871;0
Idomeni;Greece;22.53056596;41.10984206;0
Gomfoi;Greece;21.69226784;39.46163121;0
Palatianon;Greece;22.90366635;41.14568257;0
Actium;Greece;20.76911254;38.95213141;0
Sidirokastro;Greece;23.39253267;41.23777894;0
Mesembria;Greece;25.74341318;40.85411603;0
Alektrioupolis;Greece;23.92696155;41.03758546;0
Emporio - Chios;Greece;26.03508042;38.19342029;0
Methynma;Greece;26.17427432;39.36913036;0
Syme;Greece;27.84044507;36.61660766;0
Doriskos;Greece;26.11848523;40.83078307;0
Maroneia(Ismara);Greece;25.51321311;40.87516205;0
Ihnais;Greece;22.57724283;40.78450553;0
Avdhira;Greece;24.95366975;40.98442405;0
Iklena;Greece;21.72270012;36.99614126;0
Pylos;Greece;21.69503327;36.91255386;0
Celetrum;Greece;21.26516584;40.52089204;0
Epitalio;Greece;21.48155704;37.63387202;0
Pellana;Greece;22.3237335;37.20691196;0
Nekromanteion;Greece;20.5521835;39.28266591;0
Plotinopolis;Greece;26.49620006;41.34871069;0
Kos;GreeceCarian;27.28838302;36.89358525;0
Serraglio;Greece;26.97026311;36.74636126;0
Toryne(Ypargos);Greece;20.39351794;39.29329654;0
Elea;Greece;20.5384788;39.44233213;0
Titani;Greece;20.26501744;39.50426133;0
Skafidia;GreeceRoman baths;21.32103921;37.70296173;0
Vevi;Greece;21.6159558;40.76723373;0
Komotini;GreeceRoman;25.40260237;41.1197378;0
Ulpiana;KosovoDardani;21.12510336;42.52294485;0
Vushtrri;KosovoDardani;20.96756389;42.8221116;0
Theranda;KosovoDardani;20.74037583;42.21511246;0
Pescium;Kosovo;20.30590062;42.66011354;0
Deborus;Macedonia;20.5282045;41.52062859;0
Styberra;Macedonia;21.53842065;41.36186433;0
Mlado Nagorichane;Macedonia;21.81097241;42.17218239;0
Kokino;Macedonia;21.94864537;42.26258771;0
Drau-Dak;Macedonia (FYROM);20.91092926;41.79657904;0
Uskana;Macedonia (FYROM);20.95922726;41.51749546;0
Dassaretis(Lychnidos);Macedonia (FYROM);20.79419809;41.11493418;0
Astrayon;Macedonia;22.63991878;41.43444064;0
Stobi;Macedonia;21.9768766;41.55263686;0
Stenae;Macedonia;22.24355048;41.41090735;0
Heraclea Lyncestis;Macedonia (FYROM)Greek (Macedonian);21.34241092;41.01152436;0
Amphacsitid;MacedoniaMacedonian;22.56333729;41.31773856;0
Antigoneia;MacedoniaMacedonian;22.09224986;41.48471159;0
Skupi;Macedonia (FYROM)Paionian;21.40072625;42.01041993;0
Pljevlja;Montenegro;19.35209345;43.3637456;0
Ulcin;Montenegro;19.213641;41.92516884;0
Budva;Montenegro;18.83663549;42.28097115;0
Doclea;Montenegro;19.22914199;42.45274473;0
Thiv?rion;Montenegro;19.10354572;42.10091747;0
Acruvium;Montenegro;18.77115769;42.4250616;0
Rhizon;Montenegro;18.69676008;42.51377583;0
Anagastum;Montenegro;18.94943191;42.7720672;0
