kml_name;kml_description;kml_description_2;longitude;latitude;height
Abana;;;36.05354977;33.67558148;0
Arnon;;;36.04477936;31.27410754;0
Besor;;;35.02319639;31.0008592;0
Brook of Egypt;;;34.15382152;30.69414263;0
Chebar;;;44.47948378;33.18987732;0
Euphrates;;;40.95355894;38.71838941;0
Habor;;;40.00856572;36.85912549;0
Jabbok;;;36.67081043;31.9478846;0
Jordan;;;35.57752588;32.71003674;0
Kishon;;;35.34609593;32.70596912;0
Kanah 1;;;35.24132265;32.14605088;0
Nile;;;31.31741628;2.137734316;0
Pharpar;;;35.83227137;33.36591415;0
Shihor-libnath;;;34.93970625;32.55040114;0
Tigris;;;40.9085835;38.68432205;0
Ulai;;;46.71902991;34.10425118;0
Zered;;;35.78321692;30.65690891;0
Salt Sea;;;35.55810471;31.7638925;0
Sea of Galilee;;;35.57768341;32.71005618;0
Syrtis;;;15.21579817;32.37220611;0
Abana / Barada River;"2Kgs <a href=""https://www.biblegateway.com/passage/?search=2Kgs.5.12&version=ESV"">5:12</a>";;36.239828;33.540154;0
Abana / Barada River;"2Kgs <a href=""https://www.biblegateway.com/passage/?search=2Kgs.5.12&version=ESV"">5:12</a>";;36.305;33.513542;0
Abarim (50% confidence);"Num <a href=""https://www.biblegateway.com/passage/?search=Num.27.12&version=ESV"">27:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.47&version=ESV"">33:47</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.48&version=ESV"">33:48</a>, Deut <a href=""https://www.biblegateway.com/passage/?search=Deut.32.49&version=ESV"">32:49</a>, Jer <a href=""https://www.biblegateway.com/passage/?search=Jer.22.20&version=ESV"">22:20</a>";;35.70392;31.73113;0
Abarim (40% confidence);"Num <a href=""https://www.biblegateway.com/passage/?search=Num.27.12&version=ESV"">27:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.47&version=ESV"">33:47</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.48&version=ESV"">33:48</a>, Deut <a href=""https://www.biblegateway.com/passage/?search=Deut.32.49&version=ESV"">32:49</a>, Jer <a href=""https://www.biblegateway.com/passage/?search=Jer.22.20&version=ESV"">22:20</a>";;35.69115;31.73113;0
Abarim (30% confidence);"Num <a href=""https://www.biblegateway.com/passage/?search=Num.27.12&version=ESV"">27:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.47&version=ESV"">33:47</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.48&version=ESV"">33:48</a>, Deut <a href=""https://www.biblegateway.com/passage/?search=Deut.32.49&version=ESV"">32:49</a>, Jer <a href=""https://www.biblegateway.com/passage/?search=Jer.22.20&version=ESV"">22:20</a>";;35.62734;31.73113;0
Abarim (20% confidence);"Num <a href=""https://www.biblegateway.com/passage/?search=Num.27.12&version=ESV"">27:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.47&version=ESV"">33:47</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.48&version=ESV"">33:48</a>, Deut <a href=""https://www.biblegateway.com/passage/?search=Deut.32.49&version=ESV"">32:49</a>, Jer <a href=""https://www.biblegateway.com/passage/?search=Jer.22.20&version=ESV"">22:20</a>";;35.65287;31.79701;0
Abarim (10% confidence);"Num <a href=""https://www.biblegateway.com/passage/?search=Num.27.12&version=ESV"">27:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.47&version=ESV"">33:47</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.48&version=ESV"">33:48</a>, Deut <a href=""https://www.biblegateway.com/passage/?search=Deut.32.49&version=ESV"">32:49</a>, Jer <a href=""https://www.biblegateway.com/passage/?search=Jer.22.20&version=ESV"">22:20</a>";;35.56354;31.56646;0
Abarim;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.27.12&version=ESV"">27:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.47&version=ESV"">33:47</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.48&version=ESV"">33:48</a>, Deut <a href=""https://www.biblegateway.com/passage/?search=Deut.32.49&version=ESV"">32:49</a>, Jer <a href=""https://www.biblegateway.com/passage/?search=Jer.22.20&version=ESV"">22:20</a>";;35.7152;31.7539;0
Abdon / Tel Avdon;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.21.30&version=ESV"">21:30</a>, 1Chr <a href=""https://www.biblegateway.com/passage/?search=1Chr.6.74&version=ESV"">6:74</a>";;35.161916;33.047692;0
Abel-beth-maacah / Tel Abel Beth Maacah;"2Sam <a href=""https://www.biblegateway.com/passage/?search=2Sam.20.14&version=ESV"">20:14</a>, <a href=""https://www.biblegateway.com/passage/?search=2Sam.20.15&version=ESV"">20:15</a>, <a href=""https://www.biblegateway.com/passage/?search=2Sam.20.18&version=ESV"">20:18</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.15.20&version=ESV"">15:20</a>, 2Kgs <a href=""https://www.biblegateway.com/passage/?search=2Kgs.15.29&version=ESV"">15:29</a>, 2Chr <a href=""https://www.biblegateway.com/passage/?search=2Chr.16.4&version=ESV"">16:4</a>";;35.581007;33.258051;0
Abel-keramim / Naur;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.11.33&version=ESV"">11:33</a>";;35.82938;31.867559;0
Abel-keramim / Sahab;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.11.33&version=ESV"">11:33</a>";;36.00486;31.87561;0
Abel-keramim / Tall al Umayri;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.11.33&version=ESV"">11:33</a>";;35.8881;31.8686;0
Abel-keramim / Merj Ekkeh;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.11.33&version=ESV"">11:33</a>";another name for Aija;35.855908;31.905663;0
Abel-keramim / Khirbet es Suq;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.11.33&version=ESV"">11:33</a>";;35.928768;31.87606;0
Abel-keramim / Kom Yajuz;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.11.33&version=ESV"">11:33</a>";;35.917261;32.030433;0
Abel-meholah / Tell Abu Sus;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.7.22&version=ESV"">7:22</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.4.12&version=ESV"">4:12</a>, <a href=""https://www.biblegateway.com/passage/?search=1Kgs.19.16&version=ESV"">19:16</a>";;35.56089;32.3743;0
Abel-meholah / Tell el Maqlub;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.7.22&version=ESV"">7:22</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.4.12&version=ESV"">4:12</a>, <a href=""https://www.biblegateway.com/passage/?search=1Kgs.19.16&version=ESV"">19:16</a>";;35.6823;32.40237;0
Abel-meholah / Tell el Hilu;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.7.22&version=ESV"">7:22</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.4.12&version=ESV"">4:12</a>, <a href=""https://www.biblegateway.com/passage/?search=1Kgs.19.16&version=ESV"">19:16</a>";;35.50465;32.32656;0
Abel-meholah / Ras el Kharube;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.7.22&version=ESV"">7:22</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.4.12&version=ESV"">4:12</a>, <a href=""https://www.biblegateway.com/passage/?search=1Kgs.19.16&version=ESV"">19:16</a>";;35.4933;32.1762;0
Abel-meholah / Tell el Hamme;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.7.22&version=ESV"">7:22</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.4.12&version=ESV"">4:12</a>, <a href=""https://www.biblegateway.com/passage/?search=1Kgs.19.16&version=ESV"">19:16</a>";;35.5994;32.4718;0
Abel-meholah / Tall al Meqbarah;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.7.22&version=ESV"">7:22</a>, 1Kgs <a href=""https://www.biblegateway.com/passage/?search=1Kgs.4.12&version=ESV"">4:12</a>, <a href=""https://www.biblegateway.com/passage/?search=1Kgs.19.16&version=ESV"">19:16</a>";;35.5905;32.4002;0
Abel-mizraim / near the mouth of the Jordan River;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";;35.530445;31.914888;0
Abel-mizraim / Deir Hajla;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for Bilhah;35.501161;31.820379;0
Abel-mizraim / Ain Hajlah;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for Bilhah;35.512222;31.828056;0
Abel-mizraim / Wadi al Arish;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Jordan 1;34.154122;30.69379;0
Abel-mizraim / Wadi al Arish;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Jordan 1;33.80649;31.145708;0
Abel-mizraim / Nile River;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Jordan 1;32.50641;15.64124;0
Abel-mizraim / Nile River;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Jordan 1;30.3667;31.4653;0
Abel-mizraim / Pelusiac branch of the Nile;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Jordan 1;31.26686;29.897558;0
Abel-mizraim / Pelusiac branch of the Nile;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Jordan 1;32.546139;31.042512;0
Abel-mizraim / Nahal HaBesor;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Kidron;34.750294;30.899342;0
Abel-mizraim / Nahal HaBesor;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";another name for the Kidron;34.37568;31.46423;0
Abel-mizraim / Tall al Ajjul;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.50.11&version=ESV"">50:11</a>";;34.4041;31.467;0
Abel-shittim / Tall el Hammam;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.49&version=ESV"">33:49</a>";another name for Telassar;35.67368;31.84018;0
Abel-shittim / Tall Kafrayn;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.49&version=ESV"">33:49</a>";another name for Telassar;35.65296;31.85055;0
Abel-shittim / Tell Matabi;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.49&version=ESV"">33:49</a>";another name for Telem;35.68404;31.84161;0
Abel-shittim / Tall el Hammam;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.49&version=ESV"">33:49</a>";;35.67368;31.84018;0
Abel-shittim / Tall Kafrayn;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.49&version=ESV"">33:49</a>";;35.65296;31.85055;0
Abiezer / about 15 km around Afula;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.29;32.7406;0
Abiezer / about 15 km around Afula;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.29;32.6057;0
Abiezer / about 15 km around Et Taiyibeh;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.44661;32.73875;0
Abiezer / about 15 km around Et Taiyibeh;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.44661;32.60385;0
Abiezer / about 15 km around Khirbet Taiyibeh;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.17854;32.65208;0
Abiezer / about 15 km around Khirbet Taiyibeh;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.17854;32.51718;0
Abiezer / about 15 km around Ramat Rahel;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.2169;31.8748;0
Abiezer / about 15 km around Ramat Rahel;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.216896;31.739901;0
Abiezer / about 15 km around Silat ad Dhahr;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.18456;32.45439;0
Abiezer / about 15 km around Silat ad Dhahr;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.184564;32.319492;0
Abiezer / about 15 km around Farata;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.16583;32.32545;0
Abiezer / about 15 km around Farata;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.165833;32.190556;0
Abiezer / about 15 km around Tell el Farah;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.3378;32.4223;0
Abiezer / about 15 km around Tell el Farah;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.8.2&version=ESV"">8:2</a>";about 15 km around Ophrah 2;35.3378;32.2874;0
Abila / Merj Ekkeh;"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;35.855908;31.905663;0
Abila Lysaniou / Souq Wadi Barada;"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.105833;33.626667;0
Abilene (90% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.1568;33.70139;0
Abilene (80% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.1341;33.70139;0
Abilene (70% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.1114;33.68245;0
Abilene (60% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.06601;33.64457;0
Abilene (50% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.06601;33.64457;0
Abilene (40% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.1114;33.72033;0
Abilene (30% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.02062;33.62563;0
Abilene (20% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;35.99793;33.60669;0
Abilene (10% confidence);"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;35.97523;33.58775;0
Abilene;"Luke <a href=""https://www.biblegateway.com/passage/?search=Luke.3.1&version=ESV"">3:1</a>";;36.105833;33.626667;0
Abronah / Ein Evrona;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";;35.013917;29.672913;0
Abronah / Aqaba;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";another name for Etam 3;34.999999;29.530676;0
Abronah / Tell el Kheleifeh;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";another name for Etam 3;34.980258;29.547181;0
Abronah / Eilat;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";another name for Ether 1;34.96352;29.57148;0
Abronah / in Qa?an Naqb;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";;34.863513;29.607168;0
Abronah / in Qa?an Naqb;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";;34.84979;29.6131;0
Abronah / Eilat;"Num <a href=""https://www.biblegateway.com/passage/?search=Num.33.34&version=ESV"">33:34</a>, <a href=""https://www.biblegateway.com/passage/?search=Num.33.35&version=ESV"">33:35</a>";;34.96352;29.57148;0
Accad / Tell ed Der;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";;44.29833;33.09979;0
Accad / Babylon;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";another name for Bealoth 1;44.422222;32.543333;0
Accad / Tell Sheshubar;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";;44.391944;33.025556;0
Accad / Dhuluiya;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";;44.22484;34.03283;0
Accad / Ishan Mizyad;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";;44.555928;32.591302;0
Accad / Qadisiyah;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";;43.959646;34.095475;0
Accad / Tell Muhammad;"Gen <a href=""https://www.biblegateway.com/passage/?search=Gen.10.10&version=ESV"">10:10</a>";;44.468205;33.300568;0
Acco / Tel Akko;"Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.1.31&version=ESV"">1:31</a>";;35.088333;32.921111;0
Achaia;"Acts <a href=""https://www.biblegateway.com/passage/?search=Acts.18.12&version=ESV"">18:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Acts.18.27&version=ESV"">18:27</a>, <a href=""https://www.biblegateway.com/passage/?search=Acts.19.21&version=ESV"">19:21</a>, Rom <a href=""https://www.biblegateway.com/passage/?search=Rom.15.26&version=ESV"">15:26</a>, 1Cor <a href=""https://www.biblegateway.com/passage/?search=1Cor.16.15&version=ESV"">16:15</a>, 2Cor <a href=""https://www.biblegateway.com/passage/?search=2Cor.1.1&version=ESV"">1:1</a>, <a href=""https://www.biblegateway.com/passage/?search=2Cor.9.2&version=ESV"">9:2</a>, <a href=""https://www.biblegateway.com/passage/?search=2Cor.11.10&version=ESV"">11:10</a>, 1Thess <a href=""https://www.biblegateway.com/passage/?search=1Thess.1.7&version=ESV"">1:7</a>, <a href=""https://www.biblegateway.com/passage/?search=1Thess.1.8&version=ESV"">1:8</a>";;19.193036;40.524494;0
Achaia;"Acts <a href=""https://www.biblegateway.com/passage/?search=Acts.18.12&version=ESV"">18:12</a>, <a href=""https://www.biblegateway.com/passage/?search=Acts.18.27&version=ESV"">18:27</a>, <a href=""https://www.biblegateway.com/passage/?search=Acts.19.21&version=ESV"">19:21</a>, Rom <a href=""https://www.biblegateway.com/passage/?search=Rom.15.26&version=ESV"">15:26</a>, 1Cor <a href=""https://www.biblegateway.com/passage/?search=1Cor.16.15&version=ESV"">16:15</a>, 2Cor <a href=""https://www.biblegateway.com/passage/?search=2Cor.1.1&version=ESV"">1:1</a>, <a href=""https://www.biblegateway.com/passage/?search=2Cor.9.2&version=ESV"">9:2</a>, <a href=""https://www.biblegateway.com/passage/?search=2Cor.11.10&version=ESV"">11:10</a>, 1Thess <a href=""https://www.biblegateway.com/passage/?search=1Thess.1.7&version=ESV"">1:7</a>, <a href=""https://www.biblegateway.com/passage/?search=1Thess.1.8&version=ESV"">1:8</a>";;22.54;38.72;0
Achshaph / Tell Keisan;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.11.1&version=ESV"">11:1</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.12.20&version=ESV"">12:20</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.19.25&version=ESV"">19:25</a>";;35.15133;32.872761;0
Achshaph / Tel Regev;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.11.1&version=ESV"">11:1</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.12.20&version=ESV"">12:20</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.19.25&version=ESV"">19:25</a>";;35.09027;32.75885;0
Achshaph / Tell Bir el Gharbi;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.11.1&version=ESV"">11:1</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.12.20&version=ESV"">12:20</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.19.25&version=ESV"">19:25</a>";;35.169444;32.901389;0
Achshaph / Tel Kabri;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.11.1&version=ESV"">11:1</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.12.20&version=ESV"">12:20</a>, <a href=""https://www.biblegateway.com/passage/?search=Josh.19.25&version=ESV"">19:25</a>";;35.1391;33.0084;0
Achzib 1 / Tel el Beida;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.44&version=ESV"">15:44</a>, Mic <a href=""https://www.biblegateway.com/passage/?search=Mic.1.14&version=ESV"">1:14</a>";;34.953019;31.642074;0
Achzib 1 / Ain Kezbeh;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.44&version=ESV"">15:44</a>, Mic <a href=""https://www.biblegateway.com/passage/?search=Mic.1.14&version=ESV"">1:14</a>";;35.003282;31.690129;0
Achzib 2 / Tel Achziv;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.29&version=ESV"">19:29</a>, Judg <a href=""https://www.biblegateway.com/passage/?search=Judg.1.31&version=ESV"">1:31</a>";;35.102652;33.048278;0
Adadah / Khirbet Aro?er;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";;34.97907;31.15214;0
Adadah / Khirbet Aro?er;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";another name for Baalah 1;34.97907;31.15214;0
Adadah / Arair;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";another name for Baalah 1;35.819389;31.4708;0
Adadah / Tel Esdar;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";another name for Baalah 1;34.975175;31.169025;0
Adadah / Umm Sweiwineh;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";another name for Baalah 1;35.925091;31.924568;0
Adadah / Khirbet Udena;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";another name for Baalah 1;35.871319;31.97016;0
Adadah / Erjan;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.22&version=ESV"">15:22</a>";another name for Baalah 1;35.920658;31.989281;0
Adam / Tell ed Damiyeh;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.3.16&version=ESV"">3:16</a>";;35.546789;32.103933;0
Adamah / Qarn Hattin;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.36&version=ESV"">19:36</a>";;35.459722;32.799722;0
Adamah / Hajar ed Damm;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.36&version=ESV"">19:36</a>";;35.574903;32.94162;0
Adamah / Tel Adami;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.36&version=ESV"">19:36</a>";;35.459167;32.749167;0
Adamah / Khirbet esh Shiba;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.36&version=ESV"">19:36</a>";;35.4175;32.931111;0
Adami-nekeb / Tel Adami;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.33&version=ESV"">19:33</a>";;35.459167;32.749167;0
Adami-nekeb / Khirbet Bessum;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.33&version=ESV"">19:33</a>";;35.481228;32.734475;0
Adami-nekeb / Khirbet Idma;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.19.33&version=ESV"">19:33</a>";;35.539398;32.634297;0
Adasa / Khirbet Adasa;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";;35.16363;31.84881;0
Addar / within 10 km of Ain el Qudeirat;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Heshmon;34.42222;30.73827;0
Addar / within 10 km of Ain el Qudeirat;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Heshmon;34.422222;30.648333;0
Addar / Ein Qedeis;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Heshmon;34.484081;30.583378;0
Addar / Khirbet el Qudeirat;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Heshmon;34.422222;30.648333;0
Addar / Khirbet el Qaryatein;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Heshmon;35.124376;31.344952;0
Addar / within 10 km of Ein Qedeis;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Hethlon;34.48408;30.67331;0
Addar / within 10 km of Ein Qedeis;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Hethlon;34.484081;30.583378;0
Addar / Mesudat Ein Qedeis;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Hethlon;34.51416;30.59462;0
Addar / Har Avnon;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";another name for Hethlon;34.971389;30.974444;0
Addar / Ein Qedeis;"Josh <a href=""https://www.biblegateway.com/passage/?search=Josh.15.3&version=ESV"">15:3</a>";;34.484081;30.583378;0
Addon (90% confidence);"Ezra <a href=""https://www.biblegateway.com/passage/?search=Ezra.2.59&version=ESV"">2:59</a>, Neh <a href=""https://www.biblegateway.com/passage/?search=Neh.7.61&version=ESV"">7:61</a>";;44.15765;32.09004;0
Addon (80% confidence);"Ezra <a href=""https://www.biblegateway.com/passage/?search=Ezra.2.59&version=ESV"">2:59</a>, Neh <a href=""https://www.biblegateway.com/passage/?search=Neh.7.61&version=ESV"">7:61</a>";;44.78598;33.04525;0
Addon (70% confidence);"Ezra <a href=""https://www.biblegateway.com/passage/?search=Ezra.2.59&version=ESV"">2:59</a>, Neh <a href=""https://www.biblegateway.com/passage/?search=Neh.7.61&version=ESV"">7:61</a>";;43.84349;32.09004;0
Addon (60% confidence);"Ezra <a href=""https://www.biblegateway.com/passage/?search=Ezra.2.59&version=ESV"">2:59</a>, Neh <a href=""https://www.biblegateway.com/passage/?search=Neh.7.61&version=ESV"">7:61</a>";;45.88555;31.54421;0
