region;probability;age M;daimeter km;webpage;longitude;latitude;height
Азия;Предполагаемый;;0.8;http://labmpg.sscc.ru/a1762.html;99.7862434;6.34345;0
Европа;Предполагаемый;;73;http://labmpg.sscc.ru/a1084.html;13.44246;53.136;0
Европа;Предполагаемый;1.65;0.18;http://labmpg.sscc.ru/a1763.html;26.133649;60.578469;0
Азия;Предполагаемый;~0.013?;130;http://labmpg.sscc.ru/a1648.html;69.313596;50.388232;0
Африка;Достоверный;1.57±0.14 Ar (2.5±0.5. 108?. -21400y);1.9;http://labmpg.sscc.ru/a185.html;-10.407723;22.918235;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a2020.html;142.8063011;-25.5768208;0
Центральная Америка;Опровергнутый;;1.2;http://labmpg.sscc.ru/a877.html;-97.4293327;19.2234762;0
Европа;Неустановленный;;0.4;http://labmpg.sscc.ru/a1903.html;41.5784454;56.8788116;0
Азия;Неустановленный;;0.5;http://labmpg.sscc.ru/a1397.html;99.7177935;6.2704663;0
Европа;Предполагаемый;;1.4;http://labmpg.sscc.ru/a1398.html;24.967804;61.3084136;0
Азия;Предполагаемый;;150;http://labmpg.sscc.ru/a2490.html;67.1387;37.0405;0
Европа;Достоверный;280±10 K-Ar (330±30. 280±10);11;http://labmpg.sscc.ru/a261.html;33.514167;48.133056;0
Южная Америка;Предполагаемый;;600;http://labmpg.sscc.ru/a784.html;-65;-53;0
Южная Америка;Неустановленный;;;http://labmpg.sscc.ru/a3077.html;-64.5;-56.5;0
Африка;Предполагаемый;542;1;http://labmpg.sscc.ru/a783.html;-6.1796;23.137;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1162.html;99.8403168;48.1605894;0
Африка;Предполагаемый;;8;http://labmpg.sscc.ru/a1164.html;34.095726;-16.3252465;0
Африка;Неустановленный;;;http://labmpg.sscc.ru/a2511.html;-5.4068559;35.5848089;0
Южная Америка;Предполагаемый;;15;http://labmpg.sscc.ru/a1682.html;-66.05;-4.95;0
Северная Америка;Предполагаемый;0.0129;<2 (S=400 km^);http://labmpg.sscc.ru/a1838.html;-101.7205238;33.0577379;0
Европа;Предполагаемый;;20;http://labmpg.sscc.ru/a3066.html;-15.6617;27.985;0
Африка;Предполагаемый;;18;http://labmpg.sscc.ru/a516.html;17.4998474;21.565502;0
Африка;Неустановленный;;0.5;http://labmpg.sscc.ru/a2604.html;18.800508;28.598024;0
Африка;Неустановленный;;0.72;http://labmpg.sscc.ru/a2605.html;18.602098;28.543176;0
Европа;Предполагаемый;~0.01 (<0.02);11;http://labmpg.sscc.ru/a1310.html;30.9838486;58.947529;0
Африка;Предполагаемый;;1;http://labmpg.sscc.ru/a2512.html;-1.903333;35.042222;0
Африка;Предполагаемый;;2.2;http://labmpg.sscc.ru/a1362.html;-8.4238529;29.9400604;0
Азия;Предполагаемый;;0.01;http://labmpg.sscc.ru/a291.html;128.4264743;71.7043044;0
Европа;Опровергнутый;;13;http://labmpg.sscc.ru/a785.html;28.17976;63.6223978;0
Африка;Предполагаемый;;1.7;http://labmpg.sscc.ru/a2816.html;-5.141239;33.359908;0
Африка;Неустановленный;;9;http://labmpg.sscc.ru/a2022.html;8.872588;18.439576;0
Африка;Неустановленный;;14;http://labmpg.sscc.ru/a2022.html;8.719117;18.161798;0
Африка;Неустановленный;;11;http://labmpg.sscc.ru/a2022.html;8.875346;18.058426;0
Африка;Неустановленный;;9;http://labmpg.sscc.ru/a2022.html;8.948809;17.865073;0
Азия;Неустановленный;35;100;http://labmpg.sscc.ru/a1764.html;123.8;-11.5;0
Европа;Предполагаемый;0.01 (0.1);2.7;http://labmpg.sscc.ru/a513.html;37.715285;58.583305;0
Европа;Предполагаемый;;41;http://labmpg.sscc.ru/a2969.html;44.59;57.9965;0
Африка;Достоверный;90 (<70);6;http://labmpg.sscc.ru/a186.html;5.111915;27.602151;0
Европа;Предполагаемый;;12;http://labmpg.sscc.ru/a3067.html;-13.755;29.161;0
Африка;Предполагаемый;;3;http://labmpg.sscc.ru/a444.html;-7.1178532;27.1131908;0
Европа;Предполагаемый;-1628y;;http://labmpg.sscc.ru/a1370.html;25.3975582;36.4052576;0
Европа;Предполагаемый;0.01;400;http://labmpg.sscc.ru/a1773.html;13.7;39.4;0
Африка;Неустановленный;-40.000y;1.26;http://labmpg.sscc.ru/a2023.html;-5.6364155;32.1977314;0
Африка;Предполагаемый;;60;http://labmpg.sscc.ru/a1167.html;11.8;19.8;0
Северная Америка;Предполагаемый;;0.03;http://labmpg.sscc.ru/a598.html;-91.6406107;41.796368;0
Тихий океан;Предполагаемый;0.057-0.071;;http://labmpg.sscc.ru/a2866.html;;;0
Тихий океан;Предполагаемый;4533±5 (65 ?);9000;http://labmpg.sscc.ru/a524.html;-155;20;0
Тихий океан;Предполагаемый;1491.2.22;;http://labmpg.sscc.ru/a2228.html;;;0
Тихий океан;Предполагаемый;1964.11.30!;;http://labmpg.sscc.ru/a2210.html;-123;18;0
Тихий океан;Предполагаемый;;;http://labmpg.sscc.ru/a449.html;;;0
Тихий океан;Предполагаемый;;;http://labmpg.sscc.ru/a1765.html;170;0;0
Тихий океан;Предполагаемый;1178y;;http://labmpg.sscc.ru/a1996.html;;;0
Африка;Предполагаемый;;3.2;http://labmpg.sscc.ru/a2513.html;13.408117;27.42267;0
Азия;Предполагаемый;;3.68;http://labmpg.sscc.ru/a2741.html;68.7981033;58.1598369;0
Европа;Предполагаемый;;0.05;http://labmpg.sscc.ru/a299.html;52.9929829;63.3019258;0
Азия;Достоверный;~0.01;20;http://labmpg.sscc.ru/a525.html;60.317688;47.4206543;0
Азия;Достоверный;297±20 (280±25);140;http://labmpg.sscc.ru/a260.html;75.58;47.45;0
Европа;Предполагаемый;;2.6;http://labmpg.sscc.ru/a2663.html;38.1548309;62.5791936;0
Азия;Предполагаемый;;3.64;http://labmpg.sscc.ru/a2800.html;69.2581558;70.9024929;0
Азия;Предполагаемый;;4.41;http://labmpg.sscc.ru/a2800.html;69.3786621;70.9298818;0
Азия;Предполагаемый;;5.77;http://labmpg.sscc.ru/a2800.html;69.3223572;70.8764159;0
Северная Америка;Вероятный;35.4±0.4;22;http://labmpg.sscc.ru/a359.html;-73.0000305;38.789951;0
Азия;Предполагаемый;;350;http://labmpg.sscc.ru/a2517.html;83.24;56.367;0
Азия;Предполагаемый;;992;http://labmpg.sscc.ru/a2515.html;81.76;58.35;0
Африка;Предполагаемый;;10;http://labmpg.sscc.ru/a2514.html;10.4330635;4.9142935;0
Азия;Вероятный;;70;http://labmpg.sscc.ru/a2953.html;143.02;46.4;0
Азия;Достоверный;0.793;100;http://labmpg.sscc.ru/a356.html;104.12;12.8;0
Южная Америка;Неустановленный;;2;http://labmpg.sscc.ru/a2596.html;-63.4814072;-22.2802014;0
Австралия;Достоверный;125±1 (121.8-123.8 128±5 112-115);55;http://labmpg.sscc.ru/a187.html;142.833333;-27.116667;0
Европа;Вероятный;0.002±0.0004 (<1.8);0.02;http://labmpg.sscc.ru/a406.html;12.634171;62.501866;0
Атлантический океан;Предполагаемый;82-119;122;http://labmpg.sscc.ru/a400.html;-12.930923;39.263216;0
Азия;Вероятный;540 (N1);1.7;http://labmpg.sscc.ru/a17.html;80.4662704;48.9588061;0
Европа;Предполагаемый;3;15;http://labmpg.sscc.ru/a1133.html;12.0956039;43.1518492;0
Северная Америка;Предполагаемый;146-260;30;http://labmpg.sscc.ru/a789.html;-82.5835419;35.2674863;0
Северная Америка;Предполагаемый;;7;http://labmpg.sscc.ru/a788.html;-90.656145;48.307723;0
Европа;Предполагаемый;;20;http://labmpg.sscc.ru/a1767.html;14.791;49.095;0
Европа;Достоверный;0.02-0.05;1.36;http://labmpg.sscc.ru/a188.html;8.719883;46.479364;0
Азия;Неустановленный;-3100y;2;http://labmpg.sscc.ru/a1846.html;73.5296059;19.9317185;0
Европа;Вероятный;< 542;5;http://labmpg.sscc.ru/a610.html;19.9621582;62.5946051;0
Атлантический океан;Неустановленный;;;http://labmpg.sscc.ru/a1768.html;-12.26439;-37.0775554;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a2817.html;-2.3;35;0
Европа;Предполагаемый;;400;http://labmpg.sscc.ru/a2143.html;55.15;62.4;0
Европа;Неустановленный;;1;http://labmpg.sscc.ru/a3040.html;16.3162;68.5195;0
Европа;Достоверный;0.0095 (0.01);0.04;http://labmpg.sscc.ru/a319.html;27.466046;58.078864;0
Европа;Предполагаемый;~0.01 (<0.02);2;http://labmpg.sscc.ru/a1269.html;39.8537636;55.5005414;0
Азия;Неустановленный;;170;http://labmpg.sscc.ru/a2862.html;137.5919;53.80045;0
Азия;Неустановленный;;35;http://labmpg.sscc.ru/a1193.html;33.3599854;38.7476573;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1769.html;-118.2;35.9;0
Африка;Опровергнутый;;1.1;http://labmpg.sscc.ru/a1770.html;29.1780567;-22.0516754;0
Азия;Неустановленный;;21;http://labmpg.sscc.ru/a2908.html;140.5659485;51.7414865;0
Европа;Неустановленный;;50;http://labmpg.sscc.ru/a2715.html;40.6967926;54.928325;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1771.html;101.8;60.8;0
Азия;Предполагаемый;~230;600;http://labmpg.sscc.ru/a548a.html;103;62.5;0
Азия;Достоверный;30.06.1908;0.01;http://labmpg.sscc.ru/a189.html;101.878464;60.899788;0
Азия;Предполагаемый;домезозой-послепалеозой;1600;http://labmpg.sscc.ru/a547.html;100;63;0
Африка;Вероятный;100 (65);6.16;http://labmpg.sscc.ru/a324.html;9.1378784;35.7575876;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a2024.html;102.7001953;69.702868;0
Азия;Предполагаемый;нач.четвертичн.;;http://labmpg.sscc.ru/a451.html;62.284;49.169;0
Азия;Предполагаемый;;9;http://labmpg.sscc.ru/a316.html;60.0489;55.16122;0
Европа;Предполагаемый;;4.5;http://labmpg.sscc.ru/a2665.html;38.2248688;62.9402332;0
Азия;Предполагаемый;;4.5;http://labmpg.sscc.ru/a1772.html;58.293457;37.9035741;0
Европа;Вероятный;480BC-900AD (202y -207y -200y);0.6;http://labmpg.sscc.ru/a644.html;12.568194;47.8465;0
Африка;Предполагаемый;;0.003;http://labmpg.sscc.ru/a1994.html;-7.801552;29.684148;0
Азия;Предполагаемый;;5.29;http://labmpg.sscc.ru/a2801.html;68.2752228;71.0731656;0
Азия;Предполагаемый;;1;http://labmpg.sscc.ru/a2801.html;68.3239746;71.075504;0
Европа;Предполагаемый;;3.5;http://labmpg.sscc.ru/a786.html;17.0343018;66.5071709;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1774.html;106.5021408;-6.6012329;0
Азия;Предполагаемый;;500;http://labmpg.sscc.ru/a1332.html;120;66.5;0
Азия;Предполагаемый;;0.3;http://labmpg.sscc.ru/a310.html;124.9042511;69.8984658;0
Европа;Предполагаемый;;4.7;http://labmpg.sscc.ru/a2706.html;56.5892029;54.0394334;0
Азия;Предполагаемый;;50;http://labmpg.sscc.ru/a2780.html;89.6992493;56.7707884;0
Азия;Предполагаемый;;35;http://labmpg.sscc.ru/a2783.html;88.6418152;56.0674362;0
Северный Ледовитый океан;Предполагаемый;542-3140;;http://labmpg.sscc.ru/a923.html;-52.4949074;66.0187856;0
Европа;Опровергнутый;1890 (1701-2079);6;http://labmpg.sscc.ru/a781.html;26.7839813;61.863921;0
Центральная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a2015.html;-135;86.5;0
Северная Америка;Вероятный;<75.0 (55-60);7;http://labmpg.sscc.ru/a601.html;-108.87;49.37;0
Австралия;Предполагаемый;2;1.7;http://labmpg.sscc.ru/a934.html;143.1453;-30.7849;0
Северная Америка;Достоверный;~0.0011 C (-1100y);0.036;http://labmpg.sscc.ru/a957.html;-115.59748;53.998961;0
Северная Америка;Достоверный;37.7±1.2 Ar (37.2±2. 1.2);7.5;http://labmpg.sscc.ru/a190.html;-80.733694;46.748806;0
Африка;Достоверный;345±65 (<70);3.5;http://labmpg.sscc.ru/a191.html;-7.552389;29.012194;0
Северная Америка;Предполагаемый;395 (355.5-434.5);39;http://labmpg.sscc.ru/a801.html;-84.5;43.73;0
Азия;Неустановленный;;3;http://labmpg.sscc.ru/a1776.html;41.1405587;22.9013594;0
Южная Америка;Неустановленный;;1;http://labmpg.sscc.ru/a790.html;-44.9286747;-23.3052908;0
Северная Америка;Неустановленный;0.007;1;http://labmpg.sscc.ru/a824.html;-117.4501562;37.009681;0
Азия;Предполагаемый;;2.5;http://labmpg.sscc.ru/a1163.html;93.3358955;50.663793;0
Азия;Предполагаемый;;0.4;http://labmpg.sscc.ru/a1163.html;93.3707428;50.3872889;0
Азия;Неустановленный;;7;http://labmpg.sscc.ru/a2377.html;38.2686;24.393;0
Африка;Предполагаемый;;24;http://labmpg.sscc.ru/a1029.html;24.9207687;21.9409756;0
Азия;Предполагаемый;10.01.2007!;0.012;http://labmpg.sscc.ru/a2025.html;80.1080078;51.2594039;0
Азия;Предполагаемый;;0.4;http://labmpg.sscc.ru/a266.html;92.8000546;53.7467821;0
Европа;Неустановленный;;;http://labmpg.sscc.ru/a1777.html;13.033905;45.9559235;0
Европа;Предполагаемый;2014.1.28 2014.3.31!;;http://labmpg.sscc.ru/a2096.html;7.4475074;46.8496002;0
Азия;Предполагаемый;;0.01;http://labmpg.sscc.ru/a302.html;90.3021616;55.1981671;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a1779.html;64.320275;40.633398;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a1780.html;66.9285393;38.066406;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a2246.html;;;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1959.html;72.6441765;47.5030548;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1043.html;150.6641006;-32.2461997;0
Азия;Предполагаемый;~165 or less;13;http://labmpg.sscc.ru/a900.html;127.0398903;37.8148018;0
Северная Америка;Вероятный;<299;6;http://labmpg.sscc.ru/a562.html;-99.2079;33.8845;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1033.html;143.5006714;-31.551111;0
Европа;Предполагаемый;14.8;2;http://labmpg.sscc.ru/a804.html;11.6974354;49.2302659;0
Европа;Предполагаемый;8.8.1963!;0.002;http://labmpg.sscc.ru/a1781.html;-2.19749;51.01425;0
Северная Америка;Неустановленный;;0.75;http://labmpg.sscc.ru/a578.html;-96.8554258;39.4691147;0
Европа;Предполагаемый;;3.5;http://labmpg.sscc.ru/a791.html;24.47;62.125167;0
Европа;Предполагаемый;;2;http://labmpg.sscc.ru/a1399.html;29.451306;62.396889;0
Азия;Предполагаемый;;10.4;http://labmpg.sscc.ru/a2792.html;112.9593658;40.9918196;0
Азия;Предполагаемый;;130;http://labmpg.sscc.ru/a2808.html;112.8749084;41.2612915;0
Азия;Неустановленный;;200;http://labmpg.sscc.ru/a2989.html;105.465;47.553;0
Азия;Предполагаемый;;220;http://labmpg.sscc.ru/a554.html;106.9876;47.106;0
Азия;Вероятный;;7.5;http://labmpg.sscc.ru/a2998.html;97.978139;54.065444;0
Азия;Предполагаемый;Q1-Q2 (?);100;http://labmpg.sscc.ru/a595.html;66.084;48.3157;0
Азия;Неустановленный;;9.5;http://labmpg.sscc.ru/a2680.html;37.8593159;25.5659032;0
Азия;Предполагаемый;;8;http://labmpg.sscc.ru/a1400.html;38.487136;25.196734;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1489.html;27.8070831;47.186446;0
Европа;Предполагаемый;;9;http://labmpg.sscc.ru/a792.html;14.4497681;58.7924016;0
Азия;Предполагаемый;;10;http://labmpg.sscc.ru/a1358.html;109.348895;44.257836;0
Северная Америка;Вероятный;345 (340 310-330);19;http://labmpg.sscc.ru/a193.html;-93.66437;38.009563;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a2097.html;124.4366455;-16.3860262;0
Австралия;Предполагаемый;;8;http://labmpg.sscc.ru/a3069.html;151.754;-28.22;0
Австралия;Предполагаемый;;30;http://labmpg.sscc.ru/a3061.html;153.2713;-28.398;0
Северная Америка;Предполагаемый;;34;http://labmpg.sscc.ru/a802.html;-99.3624115;61.2124198;0
Северная Америка;Предполагаемый;;2.5;http://labmpg.sscc.ru/a1783.html;-88.6116886;43.7063526;0
Северная Америка;Предполагаемый;;2.5;http://labmpg.sscc.ru/a1783.html;-88.636667;43.698333;0
Европа;Вероятный;1800-1500;320;http://labmpg.sscc.ru/a505.html;17.1934;59.9167;0
Европа;Предполагаемый;15.1 (16-17);43;http://labmpg.sscc.ru/a413.html;9.5032;48.44355;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a932.html;133.5;51.4;0
Европа;Предполагаемый;0.01;1.1;http://labmpg.sscc.ru/a1182.html;51.9195;55.6538;0
Азия;Предполагаемый;0.0115-55.8;4.5;http://labmpg.sscc.ru/a956.html;78.444;66.273;0
Африка;Неустановленный;;5;http://labmpg.sscc.ru/a787.html;19.343;21.288;0
Южная Америка;Предполагаемый;<1.8 (0.0129);0.5;http://labmpg.sscc.ru/a1821.html;-45.7792568;-16.2977329;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a2752.html;80.989403;6.092681;0
Азия;Предполагаемый;;0.01;http://labmpg.sscc.ru/a288.html;101.4;56.7;0
Азия;Вероятный;;11;http://labmpg.sscc.ru/a1138.html;82.7346;50.591;0
Азия;Предполагаемый;;320;http://labmpg.sscc.ru/a2622.html;101.607246;58.295818;0
Азия;Предполагаемый;;180;http://labmpg.sscc.ru/a2160.html;83.8;50;0
Азия;Предполагаемый;70.3 (57±9);25;http://labmpg.sscc.ru/a192.html;65.3;69.3;0
Азия;Предполагаемый;57;0.07;http://labmpg.sscc.ru/a304.html;87.7114964;58.8992372;0
Европа;Предполагаемый;;8;http://labmpg.sscc.ru/a3033.html;45.1998;64.5493;0
Северный Ледовитый океан;Неустановленный;;10;http://labmpg.sscc.ru/a3034.html;-50.26245;67.83413;0
Европа;Предполагаемый;2006.1.2!;0.3;http://labmpg.sscc.ru/a1786.html;27.020359;69.875267;0
Азия;Предполагаемый;;0.2;http://labmpg.sscc.ru/a1965.html;90.8434582;50.3177918;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a2843.html;46.0527134;39.685261;0
Азия;Предполагаемый;;20;http://labmpg.sscc.ru/a2493.html;62.417;41.682;0
Антарктида;Предполагаемый;0.78 (600);1000;http://labmpg.sscc.ru/a517.html;-40;-67;0
Южная Америка;Предполагаемый;;0;http://labmpg.sscc.ru/a803.html;-56.0584259;5.4196609;0
Австралия;Предполагаемый;;0.6;http://labmpg.sscc.ru/a2123.html;176.381228;-38.1669084;0
Северная Америка;Достоверный;323-100 (200±100);13.7;http://labmpg.sscc.ru/a51.html;-87.659575;36.376273;0
Северная Америка;Достоверный;83.5 (U-Th)/He (81±1.5. 100. <70);6.5;http://labmpg.sscc.ru/a194.html;-86.176194;32.521889;0
Азия;Предполагаемый;3;0.2;http://labmpg.sscc.ru/a1130.html;133.6842477;55.9463102;0
Африка;Вероятный;< 385;1.5;http://labmpg.sscc.ru/a453.html;19.5649981;18.1823062;0
Азия;Предполагаемый;1568.3.29!;0.00031;http://labmpg.sscc.ru/a2825.html;115.9;39.8;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a417.html;123.38;27.33;0
Азия;Предполагаемый;30.6.1908!?;17;http://labmpg.sscc.ru/a2457.html;100.2317;60.88562;0
Азия;Предполагаемый;30.6.1908!?;1;http://labmpg.sscc.ru/a2458.html;99.95409;60.97381;0
Южная Америка;Предполагаемый;<1.8 (0.0129);1.5;http://labmpg.sscc.ru/a1814.html;-38.9812946;-12.2058113;0
Азия;Неустановленный;;5.86;http://labmpg.sscc.ru/a2891.html;136.9432068;55.0339252;0
Азия;Предполагаемый;;276;http://labmpg.sscc.ru/a2538.html;71.8637;40.73501;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1787.html;-99.7623825;40.1388592;0
Северная Америка;Предполагаемый;~320 (200 500);7;http://labmpg.sscc.ru/a495.html;-90.7965088;37.8466637;0
Европа;Предполагаемый;50 (359-0.0115);14;http://labmpg.sscc.ru/a677.html;-0.97;60.5;0
Австралия;Неустановленный;1700;30;http://labmpg.sscc.ru/a814.html;139.2271614;-19.2202344;0
Северная Америка;Предполагаемый;1;760;http://labmpg.sscc.ru/a336.html;-147.8;60.65;0
Азия;Предполагаемый;0.0129;1700;http://labmpg.sscc.ru/a2121.html;135;25;0
Азия;Вероятный;176 (251);20;http://labmpg.sscc.ru/a196.html;81.33;54.35;0
Северная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1788.html;-77;42.5;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1789.html;24.2135239;69.2002622;0
Европа;Предполагаемый;800-400;0.2;http://labmpg.sscc.ru/a623.html;7.4819684;60.6072464;0
Европа;Предполагаемый;;0.3;http://labmpg.sscc.ru/a1790.html;-0.3800449;51.7498;0
Австралия;Вероятный;>35;10;http://labmpg.sscc.ru/a604.html;139.016473;-34.631376;0
Австралия;Предполагаемый;0.01;10;http://labmpg.sscc.ru/a1018.html;147.5;-39.75;0
Северная Америка;Достоверный;382 (360±20);3.8;http://labmpg.sscc.ru/a566.html;-85.664134;36.2769741;0
Северная Америка;Предполагаемый;эоцен;39;http://labmpg.sscc.ru/a3008.html;-80.9;25.4;0
Европа;Предполагаемый;;10;http://labmpg.sscc.ru/a2769.html;14.7532654;60.5518782;0
Северная Америка;Неустановленный;;260;http://labmpg.sscc.ru/a2669.html;-103.785981;40.051931;0
Азия;Предполагаемый;;9;http://labmpg.sscc.ru/a1791.html;106.54953;13.9287356;0
Европа;Неустановленный;27.11.1944;0.2;http://labmpg.sscc.ru/a1433.html;-1.7325783;52.8514069;0
Южная Америка;Предполагаемый;<1.8 (0.0129);2;http://labmpg.sscc.ru/a1834.html;-59.893856;-51.8920668;0
Европа;Предполагаемый;;61;http://labmpg.sscc.ru/a1083.html;10.2063;49.8513;0
Австралия;Неустановленный;24.06.1936;4.8;http://labmpg.sscc.ru/a607.html;127.14557;-11.00334;0
Северная Америка;Предполагаемый;;8;http://labmpg.sscc.ru/a678.html;-106.42;59.7;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1038.html;128.1000227;-30.8498177;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1045.html;116.1;-21.6;0
Африка;Предполагаемый;359;8;http://labmpg.sscc.ru/a679.html;2.949754;26.244955;0
Австралия;Достоверный;1496-520 (>545);6;http://labmpg.sscc.ru/a223.html;136.781333;-16.669083;0
Европа;Предполагаемый;;1020;http://labmpg.sscc.ru/a2468.html;0.43;49.93;0
Африка;Предполагаемый;;1;http://labmpg.sscc.ru/a680.html;-13.3291626;8.2495464;0
Европа;Достоверный;<0.01;0.25;http://labmpg.sscc.ru/a197.html;19.6929;54.3433;0
Северная Америка;Неустановленный;400;1.9;http://labmpg.sscc.ru/a815.html;-76.0533;45.005;0
Европа;Неустановленный;;;http://labmpg.sscc.ru/a1792.html;6.4;47.88;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1129.html;-3.1794262;37.5470953;0
Азия;Предполагаемый;1675.5.12!;0.00096;http://labmpg.sscc.ru/a2825.html;119.9;30.1;0
Австралия;Вероятный;24.06.1936;;http://labmpg.sscc.ru/a1215.html;128.65;-13.25;0
Европа;Предполагаемый;;7;http://labmpg.sscc.ru/a2772.html;14.5610046;60.809767;0
Северная Америка;Предполагаемый;<250;4.395;http://labmpg.sscc.ru/a835.html;-100.3062057;54.8282329;0
Африка;Предполагаемый;<100;16.74;http://labmpg.sscc.ru/a834.html;15.675602;31.3181545;0
Африка;Предполагаемый;<1;0.9;http://labmpg.sscc.ru/a855.html;32.7741051;18.9511029;0
Африка;Предполагаемый;<10;0.855;http://labmpg.sscc.ru/a858.html;46.6303539;-21.3640506;0
Африка;Предполагаемый;<10;2.47;http://labmpg.sscc.ru/a859.html;46.7930031;-21.0819374;0
Азия;Предполагаемый;<10;2.576;http://labmpg.sscc.ru/a860.html;103.985939;48.6526446;0
Азия;Предполагаемый;<10;2.48;http://labmpg.sscc.ru/a426.html;103.7881851;48.6852942;0
Африка;Предполагаемый;<10;1.315;http://labmpg.sscc.ru/a861.html;-14.3532944;19.2695033;0
Африка;Предполагаемый;<10;1.878;http://labmpg.sscc.ru/a861.html;-14.3100357;19.1714371;0
Северная Америка;Предполагаемый;>250;5.127;http://labmpg.sscc.ru/a862.html;-99.1440582;58.9563826;0
Северная Америка;Предполагаемый;;2.468;http://labmpg.sscc.ru/a862.html;-99.2963219;58.9604544;0
Северная Америка;Предполагаемый;<1.1 (0.0001);1.8;http://labmpg.sscc.ru/a836.html;-112.8655529;32.354008;0
Африка;Предполагаемый;<10;3.951;http://labmpg.sscc.ru/a837.html;27.0752907;22.886297;0
Африка;Предполагаемый;<10;2.446;http://labmpg.sscc.ru/a837.html;27.0452499;22.8880367;0
Африка;Предполагаемый;<10;0.753;http://labmpg.sscc.ru/a837.html;27.0924568;22.8771241;0
Африка;Предполагаемый;<10;1.317;http://labmpg.sscc.ru/a837.html;27.0960617;22.8929391;0
Африка;Предполагаемый;<10;1.129;http://labmpg.sscc.ru/a837.html;27.1017265;22.8942042;0
Северная Америка;Предполагаемый;<5;5.741;http://labmpg.sscc.ru/a838.html;-96.5911102;49.8162778;0
Африка;Предполагаемый;3.7±0.3;3.77;http://labmpg.sscc.ru/a833.html;16.18;-27.62;0
Африка;Предполагаемый;3.7±0.3;0.57;http://labmpg.sscc.ru/a1125.html;16.2;-27.65;0
Азия;Предполагаемый;<50;4.142;http://labmpg.sscc.ru/a839.html;92.0884323;21.5383599;0
Северная Америка;Неустановленный;<50;1.304;http://labmpg.sscc.ru/a840.html;-97.5501823;59.0639483;0
Северная Америка;Предполагаемый;<10;0.95;http://labmpg.sscc.ru/a841.html;-99.5914078;54.7555387;0
Северная Америка;Предполагаемый;<10;1.237;http://labmpg.sscc.ru/a842.html;-99.8943901;54.5694744;0
Северная Америка;Предполагаемый;<10;0.575;http://labmpg.sscc.ru/a844.html;-107.6718521;55.8342648;0
Северная Америка;Предполагаемый;<10;1.341;http://labmpg.sscc.ru/a845.html;-107.8562164;55.817487;0
Северная Америка;Предполагаемый;<50;5.741;http://labmpg.sscc.ru/a846.html;-95.2761841;49.7956715;0
Северная Америка;Предполагаемый;<250;2.121;http://labmpg.sscc.ru/a847.html;-101.3993454;58.5953659;0
Азия;Предполагаемый;<10;4.5;http://labmpg.sscc.ru/a744.html;55.4534912;37.9680194;0
Северная Америка;Предполагаемый;<250;7.2;http://labmpg.sscc.ru/a852.html;-93.3769226;50.7994254;0
Европа;Предполагаемый;;2.3;http://labmpg.sscc.ru/a393.html;25.16;63.75;0
Европа;Предполагаемый;;5.5;http://labmpg.sscc.ru/a683.html;28.264904;61.5857168;0
Азия;Предполагаемый;;100;http://labmpg.sscc.ru/a368.html;134.9;48.69;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1793.html;;;0
Азия;Предполагаемый;;6;http://labmpg.sscc.ru/a198.html;56.999806;19.912;0
Северный Ледовитый океан;Вероятный;;1;http://labmpg.sscc.ru/a592.html;-28.2897949;81.7487496;0
Азия;Предполагаемый;;2;http://labmpg.sscc.ru/a2290.html;53.8264;35.118;0
Азия;Предполагаемый;;0.05;http://labmpg.sscc.ru/a2289.html;53.8321;35.110215;0
Азия;Предполагаемый;;0.2;http://labmpg.sscc.ru/a2291.html;53.8368;35.1255;0
Азия;Предполагаемый;;0.1;http://labmpg.sscc.ru/a2306.html;53.83;35.1311;0
Азия;Предполагаемый;;0.05;http://labmpg.sscc.ru/a2307.html;53.82168;35.13192;0
