Location name;Year;Month;Day;Country;Focal Depth;EQ Primary;Flag Tsunami;Deaths;Injuries;Missing;Missing Description;Houses destroyed;Houses damaged;Damage (in M$);Damage Description;Lat;Lon;Height
NEVADA:  PLEASANT VALLEY;1915;10;03;USA;;7.6;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);40.5;-117.5;0
ALBANIA:  ELBASAN, PEQIN;1920;12;18;ALBANIA;;5.6;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);40.5;19.5;0
JAPAN:  TOKYO, YOKOHAMA;1923;09;01;JAPAN;35;7.9;Tsunami;142807;47000;43476;Very Many (~1001 or more deaths);;;600;EXTREME (~$25 million or more);35.1;139.5;0
ALASKA:  GULF OF ALASKA;1925;02;23;USA;;6.8;Tsunami;;;;;;;;;60;-146;0
VANUATU ISLANDS;1925;03;22;VANUATU;50;7.6;;;;;;;;;;-18.5;168.5;0
TURKEY:  DINAR;1925;08;07;TURKEY;;5.9;;3;;;;2043;;;SEVERE (~>$5 to $24 million);38;30.5;0
ITALY:  SICILY,CALABRIA;1928;03;07;ITALY;;6;;;;;;;;;MODERATE (~$1 to $5 million);38.8;16;0
RUSSIA:  KURIL ISLANDS;1929;01;13;RUSSIA;140;7.7;;;;;;;;;;49.8;154.8;0
BANGLADESH:  DHUBRI,ASSAM;1930;07;02;BANGLADESH;;7.1;;;;;;;;;SEVERE (~>$5 to $24 million);25.5;90;0
IRAN:  KEVSUT, ALBORZ, SARI;1935;04;11;IRAN;14;6.3;;690;;;;;;;SEVERE (~>$5 to $24 million);36.3;53.5;0
TAIWAN;1936;08;22;TAIWAN;;7.2;;10;10;;;15;;;LIMITED (roughly corresponding to less than $1 million);22.3;120.8;0
EL SALVADOR:  SAN VICENTE;1936;12;19;EL SALVADOR;;;;400;;;;;;;;13.2;-88.7;0
FIJI ISLANDS;1937;04;16;FIJI;400;8.1;;;;;;;;;;-21.5;-177;0
INDONESIA:  NEW GUINEA;1938;02;01;INDONESIA;25;8.5;Tsunami;;;;;;;;;-5.25;130.5;0
NICARAGUA:  CORINTO,CHINANDEGA;1940;02;20;NICARAGUA;;;;;;;;;;;MODERATE (~$1 to $5 million);12.5;-87.5;0
VANUATU ISLANDS;1944;11;24;VANUATU;170;7.5;;;;;;;;;;-19;169;0
DOMINICAN REPUBLIC:  NORTHEASTERN COAST;1946;08;08;DOMINICAN REPUBLIC;15;7.5;Tsunami;;;;;;;;;19.5;-69.5;0
CHINA:  YUNNAN PROVINCE;1948;06;27;CHINA;;6.8;;110;100;;;600;;;MODERATE (~$1 to $5 million);26.4;99.7;0
CHILE:  SOUTHERN;1950;01;30;CHILE;33;7;Tsunami;;;;;;;;;-53.5;-71.5;0
PAPUA NEW GUINEA;1951;02;18;PAPUA NEW GUINEA;;;;3000;;;;;;;;-9.3;147.1;0
TURKEY:  KURSUNLU;1951;08;13;TURKEY;;6.7;;50;;;;;;;SEVERE (~>$5 to $24 million);40.8;33.4;0
CHINA:  YUNNAN PROVINCE;1952;12;08;CHINA;;5.8;;;;;;60;;;LIMITED (roughly corresponding to less than $1 million);22.9;99.7;0
SOLOMON ISLANDS;1953;11;04;SOLOMON ISLANDS;35;7.5;;;;;;;;;;-13.189;166.516;0
PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI;1954;07;02;PHILIPPINES;;6.8;;13;101;;;;;;MODERATE (~$1 to $5 million);13;123.9;0
TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX;1957;02;20;TUNISIA;;5.6;;13;96;;;;;;MODERATE (~$1 to $5 million);36.2;8.9;0
IRAN:  FARSINAJ;1957;12;13;IRAN;;7.1;;1200;;;;;;;SEVERE (~>$5 to $24 million);34.3;47.8;0
PERU:  S;1958;07;26;PERU;620;7.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-13.5;-69;0
RUSSIA:  KURIL ISLANDS;1958;11;12;RUSSIA;29;;Tsunami;;;;;;;;;44.2;148.8;0
CHINA:  JILIN PROVINCE;1960;04;13;CHINA;;5.8;;;;;;29;;;LIMITED (roughly corresponding to less than $1 million);44.7;127;0
ECUADOR;1960;07;30;ECUADOR;21;;;11;;;;;;;LIMITED (roughly corresponding to less than $1 million);-1.5;-79;0
JAPAN:  KASHIMA;1961;01;16;JAPAN;40;;Tsunami;;;;;;;;;36;142.3;0
JAPAN:  KASHIMA;1961;01;16;JAPAN;20;;Tsunami;;;;;;;;;36.2;141.9;0
JAPAN:  SE. HOKKAIDO ISLAND;1961;11;15;JAPAN;60;;Tsunami;;;;;;;;;42.7;145.7;0
BALKANS NW:  BOSNIA-HERZEGOVINA;1962;06;11;BOSNIA-HERZEGOVINA;;6.3;;;;;;;;40;EXTREME (~$25 million or more);43.6;18.3;0
CHINA:   YUNNAN PROVINCE;1962;06;24;CHINA;18;6.2;;;;;;2550;;;SEVERE (~>$5 to $24 million);25.2;101.2;0
TURKEY:  MANYAS, BURSA, BALIKESIR;1964;10;06;TURKEY;15;7;;19;;;;;;5;MODERATE (~$1 to $5 million);40.3;28.2;0
VANUATU ISLANDS;1965;08;13;VANUATU;33;7.3;Tsunami;;;;;;;;;-15.9;166.8;0
BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA;1969;10;26;BOSNIA-HERZEGOVINA;33;6;;14;;;;;;50;EXTREME (~$25 million or more);44.9;17.3;0
IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR;1970;03;14;IRAN;23;4.8;;5;;;;;;;MODERATE (~$1 to $5 million);38.6;44.7;0
BALKANS NW:  CROATIA:  KNIN;1970;09;07;CROATIA;5;5.5;;;8;;;;;;MODERATE (~$1 to $5 million);44;16;0
IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH;1971;04;12;IRAN;44;5.9;;1;;;;;;;SEVERE (~>$5 to $24 million);28.3;55.6;0
TURKEY:  BINGOL;1971;05;22;TURKEY;3;6.7;;1000;;;;;;5;MODERATE (~$1 to $5 million);38.8;40.5;0
CHILE:  CENTRAL;1971;07;09;CHILE;58;7.8;Tsunami;83;447;;;;;236.4;EXTREME (~$25 million or more);-32.5;-71.2;0
GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA;1972;09;17;GREECE;33;6.3;;;;;;40;;;MODERATE (~$1 to $5 million);38.3;20.3;0
CHILE:  LA UNION, VALDIVIA;1974;08;18;CHILE;36;7.1;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-38.5;-73.4;0
GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY;1976;02;04;GUATEMALA;5;7.5;Tsunami;23000;76000;;;;;2147;EXTREME (~$25 million or more);15.324;-89.101;0
CHINA:  NE:  TANGSHAN;1976;07;27;CHINA;23;7.5;;242769;799000;;;;;5600;EXTREME (~$25 million or more);39.57;117.98;0
KERMADEC ISLANDS:  S OF;1978;02;09;KERMADEC ISLANDS (NEW ZEALAND);33;7.7;;;;;;;;;;-30.68;-177.36;0
IRAN:  BONZANABAD;1979;01;16;IRAN;33;6.8;;200;;;;;;;MODERATE (~$1 to $5 million);33.897;59.472;0
CHINA:  JIANGSU PROVINCE:  LIYANG;1979;07;09;CHINA;11;5.4;;42;2987;;;113909;;;EXTREME (~$25 million or more);31.452;119.241;0
GREECE-ALBANIA;1979;11;06;GREECE;40;5.2;;1;3;;;;;;SEVERE (~>$5 to $24 million);39.536;20.398;0
GUATEMALA:  S COAST;1980;05;18;GUATEMALA;105;5.3;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);14.716;-91.317;0
INDIA:  KASHMIR;1980;08;23;INDIA;25;4.9;;15;40;;;;;;MODERATE (~$1 to $5 million);32.913;75.633;0
CANADA / MAINE:  CARIBOU, HAYNESVILLE, PRESQUE ISLE;1982;01;11;CANADA;7;4.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);46.975;-66.659;0
JAPAN:  HOKKAIDO, URAKAWA, HIROO;1982;03;21;JAPAN;44;6.7;Tsunami;110;;;;;;1;MODERATE (~$1 to $5 million);42.158;142.361;0
INDONESIA:  BANDA SEA;1983;03;12;INDONESIA;17;6.5;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-4.056;127.924;0
JAPAN:  HONSHU:  S COAST;1983;08;08;JAPAN;25;5.3;;1;28;;;;;;LIMITED (roughly corresponding to less than $1 million);35.5;139.07;0
CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE;1983;11;06;CHINA;19;5.3;;34;2200;;;3300;;5;MODERATE (~$1 to $5 million);35.206;115.213;0
GREECE:  MANAGOULI-AIYION;1984;02;11;GREECE;29;5.4;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);38.396;22.094;0
GREECE:  MESSINA;1984;10;09;GREECE;27;4.5;;;1;;;;;;MODERATE (~$1 to $5 million);37.013;21.757;0
INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG;1987;11;26;INDONESIA;33;6.5;Tsunami;125;108;;;237;;5;MODERATE (~$1 to $5 million);-8.247;124.155;0
VENEZUELA:  FALCON, CARABOBO, CARACAS;1989;05;04;VENEZUELA;16;5.2;;;;;;;;;MODERATE (~$1 to $5 million);11.038;-68.27;0
PHILIPPINES:  SANTIAGO;1990;03;26;PHILIPPINES;39;5.5;;1;2;;;;;;LIMITED (roughly corresponding to less than $1 million);9.253;125.606;0
COSTA RICA:  CARTAGO;1991;08;09;COSTA RICA;5;4.7;;;;;;;30;;LIMITED (roughly corresponding to less than $1 million);9.737;-84.054;0
IRAN:  RUDBAR, RASHT;1991;11;28;IRAN;16;5;;1;70;;;;;;MODERATE (~$1 to $5 million);36.924;49.603;0
CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA;1992;04;25;USA;15;7.1;Tsunami;;98;;;;;75;EXTREME (~$25 million or more);40.368;-124.316;0
IRAN:  BOVIR AHMADI VA KOHKILUYEH;1993;06;22;IRAN;33;5.4;;24;;;;;;;;30.149;50.814;0
TAIWAN;1994;05;24;TAIWAN;16;6.5;Tsunami;;;;;;;;;23.959;122.448;0
CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA;1995;02;23;CYPRUS;10;5.9;;2;5;;;70;570;4.34;MODERATE (~$1 to $5 million);35.046;32.279;0
INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA;1995;05;14;INDONESIA;13;6.9;Tsunami;;;;;;;;;-8.452;125.049;0
CHINA:  TIBET (XIZANG PROVINCE);1997;11;08;CHINA;33;7.5;;;;;;;;;;35.069;87.325;0
CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI;1998;01;10;CHINA;30;5.7;;70;11500;;;70000;;285.5;EXTREME (~$25 million or more);41.083;114.5;0
COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA;1999;01;25;COLOMBIA;17;6.2;;1185;4750;700;Many (~101 to 1000 deaths);;;1857.366;EXTREME (~$25 million or more);4.461;-75.724;0
CHINA:  LIAONING PROVINCE;2000;01;11;CHINA;10;5.1;;;30;;;3600;8800;;SEVERE (~>$5 to $24 million);40.498;122.994;0
CHINA:  YUNNAN PROVINCE:  YONGSHENG;2001;10;27;CHINA;10;5.6;;1;220;;;3400;3400;;MODERATE (~$1 to $5 million);26.316;100.648;0
RWANDA:  GISENYI;2002;01;17;RWANDA;15;4.7;;;;;;307;;;MODERATE (~$1 to $5 million);-1.684;29.077;0
CHINA:  N. XINJIANG:  URUMQI;2003;02;13;CHINA;24;5.3;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);43.897;85.923;0
CALIFORNIA:  BIG BEAR CITY;2003;02;22;USA;1;5.2;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);34.31;-116.848;0
CHINA:  S. XINJIANG:  YOPURGA;2003;05;04;CHINA;10;5.8;;1;3;;;1600;;;SEVERE (~>$5 to $24 million);39.43;77.219;0
ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES;2004;01;10;ALGERIA;10;4.4;;;300;;;;;;LIMITED (roughly corresponding to less than $1 million);36.852;3.418;0
INDONESIA:  KEPULAUAN ALOR;2004;11;11;INDONESIA;10;7.5;Tsunami;34;400;;;781;16712;;SEVERE (~>$5 to $24 million);-8.152;124.868;0
INDONESIA:  SUMATERA:  SW;2005;03;28;INDONESIA;30;8.6;Tsunami;1303;340;;;300;300;;EXTREME (~$25 million or more);2.085;97.108;0
JAPAN:  HONSHU:  TOKYO;2005;07;23;JAPAN;61;5.9;;;27;;;1;;;LIMITED (roughly corresponding to less than $1 million);35.498;139.982;0
IRAN:  FIRUZABAD;2005;08;09;IRAN;10;5.1;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);28.85;52.56;0
PERU:  MOQUEGUA;2005;10;01;PERU;20;5.3;;;10;;;300;;;LIMITED (roughly corresponding to less than $1 million);-16.635;-70.794;0
JAPAN:  EAST COAST HONSHU;2005;11;14;JAPAN;11;7;Tsunami;;;;;;;;;38.107;144.896;0
HUNGARY:  BUDAPEST;2006;12;31;HUNGARY;5;4.1;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);47.449;19.343;0
PHILIPPINES:  MINDANAO;2007;02;16;PHILIPPINES;79;4.9;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);6.614;126.24;0
GUATEMALA:  COLOMBA, FLORES, COSTA CUCA;2008;01;05;GUATEMALA;66;5.6;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);14.129;-91.479;0
CHINA:  XINJIANG PROVINCE;2008;03;20;CHINA;10;7.2;;;;;;2200;;;SEVERE (~>$5 to $24 million);35.49;81.467;0
NEW ZEALAND:  NORTH ISLAND;2008;08;25;NEW ZEALAND;32;5.5;;;;;;;;;MODERATE (~$1 to $5 million);-39.715;176.851;0
NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND;2009;07;15;NEW ZEALAND;12;7.8;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-45.762;166.562;0
MYANMAR (BURMA) /  INDIA:  SIBSAGAR;2009;08;30;MYANMAR (BURMA);82;5.2;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);25.28;95.101;0
INDIA:  ANDAMAN ISLANDS:  DIGLIPUR;2010;06;18;INDIA;20;5.9;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);13.197;93.087;0
NEW ZEALAND:  CHRISTCHURCH;2010;12;25;NEW ZEALAND;5;4.5;;;;;;;20;;LIMITED (roughly corresponding to less than $1 million);-43.55;172.647;0
SPAIN:  LORCA;2011;05;11;SPAIN;1;5.1;;10;;;;;;;LIMITED (roughly corresponding to less than $1 million);37.699;-1.672;0
CHINA:  XINJIANG PROVINCE:  DABANCHENG;2011;06;08;CHINA;21;5.3;;;8;;;;50;;LIMITED (roughly corresponding to less than $1 million);43.015;88.247;0
RUSSIA:  SAKHALIN ISLAND;2012;08;14;RUSSIA;583;7.7;;;;;;;;;;49.8;145.064;0
CHINA:  YUNNAN PROVINCE:  YONGSHAN;2014;08;16;CHINA;10;5;;;6;;;;337;;LIMITED (roughly corresponding to less than $1 million);28.125;103.546;0
TAIWAN:  TAIPEI;2015;04;20;TAIWAN;29;6.4;;1;1;;;;19;;LIMITED (roughly corresponding to less than $1 million);24.203;122.316;0
INDIA:  KOKRAJHAR;2015;06;28;INDIA;26;5.3;;;2;;;;;;;26.638;90.41;0
INDONESIA: MALUKU:  BURU, AMBALAU ISLAND;2016;01;16;INDONESIA;4;5.6;;1;22;;;;230;;LIMITED (roughly corresponding to less than $1 million);-3.873;127.229;0
PAKISTAN:  MANSEHRA, NARAN;2016;10;01;PAKISTAN;10;5.4;;1;;;;;;;LIMITED (roughly corresponding to less than $1 million);34.905;73.682;0
SOLOMON ISLANDS;2016;12;08;SOLOMON ISLANDS;40;7.8;Tsunami;1;;;;191;126;;LIMITED (roughly corresponding to less than $1 million);-10.681;161.327;0
TURKEY:  CANAKKALE;2017;02;06;TURKEY;10;5.3;;;5;;;;90;;MODERATE (~$1 to $5 million);39.599;26.065;0
PAKISTAN:  PASNI;2017;02;07;PAKISTAN;29;6.3;;;;;;20;;;LIMITED (roughly corresponding to less than $1 million);25.191;63.264;0
IRAN:  SEFID SANG;2017;04;05;IRAN;13;6.1;;2;11;;;;;;LIMITED (roughly corresponding to less than $1 million);35.776;60.436;0
TANZANIA: MWANZA;2017;05;25;TANZANIA;10;4.4;;1;18;;;;;;;-3.043;32.888;0
PERU: AREQUIPA;2017;08;11;PERU;41;5.6;;1;;;;;;;;-16.299;-73.474;0
NEW CALEDONIA:  LOYALTY ISLANDS;2017;11;19;NEW CALEDONIA;13;6.6;Tsunami;;;;;;;;;-21.503;168.598;0
PAPUA NEW GUINEA:  HELA;2018;04;07;PAPUA NEW GUINEA;10;6.3;;4;;;;;;;LIMITED (roughly corresponding to less than $1 million);-5.841;142.49;0
INDONESIA:  JAVA:  BANJARNEGARA;2018;04;18;INDONESIA;4;4.4;;3;21;;;;316;;MODERATE (~$1 to $5 million);-7.21;109.65;0
INDIA:  MAHARASHTRA:  PALGHAR;2019;02;01;INDIA;5;3.6;;1;;;;;;;LIMITED (roughly corresponding to less than $1 million);19.9;72.8;0
KERMADEC ISLANDS:  S OF, RAOUL;2019;06;15;NEW ZEALAND;34;7.2;Tsunami;;;;;;;;;-30.805;-178.095;0
PHILIPPINES:  MINDANAO:  COTABATO, DAVAO;2019;10;29;PHILIPPINES;15;6.6;;12;417;;;22363;12119;;SEVERE (~>$5 to $24 million);6.802;125.04;0
TURKEY:  BINGOL;2020;06;14;TURKEY;10;5.9;;1;17;;;;;;MODERATE (~$1 to $5 million);39.421;40.697;0
JORDAN:  BAB-A-DARAA,AL-KARAK;-2150;;;JORDAN;;7.3;;;;;;;;;SEVERE (~>$5 to $24 million);31.1;35.5;0
SYRIA:  UGARIT;-2000;;;SYRIA;;;Tsunami;;;;;;;;;35.683;35.8;0
GREECE:  THERA ISLAND (SANTORINI);-1610;;;GREECE;;;Tsunami;;;;;;;;;36.4;25.4;0
LEBANON:  SUR (TYRE);-590;;;LEBANON;;;Tsunami;;;;;;;;;33.27;35.22;0
GREECE:  SARONIC GULF;-480;09;29;GREECE;;;Tsunami;;;;;;;;;37.9;23.5;0
GREECE:  EUBOEA;-426;06;;GREECE;;7.1;Tsunami;2500;;;;;;;SEVERE (~>$5 to $24 million);38.9;22.7;0
GREECE:  AEGEAN SEA;-330;;;GREECE;;7;Tsunami;;;;;;;;;40;25;0
CHINA:  GANSU PROVINCE;-186;02;22;CHINA;;7;;760;;;;;;;;33.8;105.6;0
TURKEY: IZMIR, AEGEAN ISLANDS;177;;;TURKEY;;;;;;;;;;;MODERATE (~$1 to $5 million);38.6;26.65;0
CHINA:  GANSU PROVINCE:  XIHE;319;06;17;CHINA;;4.5;;;;;;;;;;34.1;105.3;0
TURKEY:  ANTAKYA (ANTIOCH);340;;;TURKEY;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.1;36.1;0
TURKEY;362;12;02;TURKEY;;;;;;;;;;;;41;29.5;0
JAPAN;684;11;29;JAPAN;;8.4;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);32.5;134;0
ITALY:  VERONA;793;04;30;ITALY;;;;;;;;;;;SEVERE (~>$5 to $24 million);45.5;11;0
IRAQ:  BAGHDAD;860;05;23;IRAQ;;;;;;;;;;;MODERATE (~$1 to $5 million);33;44.5;0
JAPAN:  NANKAIDO;887;08;26;JAPAN;;8.6;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);33;135.3;0
ICELAND:  SUDURLAND;1013;;;ICELAND;;;;11;;;;;;;;64;-21;0
TURKEY:  ISTANBUL (CONSTANTINOPLE);1039;02;02;TURKEY;;6.8;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);38.4;27.3;0
ITALY:  POTENZA;1273;;;ITALY;;;;;;;;;;;;40.6;15.8;0
LEBANON:  TARABULUS (TRIPOLIS);1339;;;LEBANON;;;;60;;;;;;;MODERATE (~$1 to $5 million);34.3;35.5;0
ITALY:  L'AQUILA, ABRUZZI, SANNIO;1349;09;09;ITALY;;;;2000;;;;;;;SEVERE (~>$5 to $24 million);42.3;13.5;0
TURKEY;1353;;;TURKEY;;;;;;;;;;;;40.8;27;0
ALGERIA:  ALGIERS;1365;01;02;ALGERIA;;;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);36.8;3;0
BALKANS NW:  CROATIA:  VRANA;1418;04;07;CROATIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);43.9;15.6;0
SWITZERLAND;1454;09;15;SWITZERLAND;;;;;;;;;;;;47.5;7.6;0
IRAN:  ALAMUT-JENAT RUDBAR-DAILAMAN;1485;08;14;IRAN;;6.5;;;;;;;;;SEVERE (~>$5 to $24 million);36.9;49.9;0
CHINA:  SICHUAN PROVINCE:  MAOWEN;1488;09;16;CHINA;;5.5;;;;;;37;;;LIMITED (roughly corresponding to less than $1 million);31.7;103.9;0
JAPAN:  NANKAIDO;1498;09;20;JAPAN;;7.5;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);33.5;135.2;0
BALKANS NW:  SLOVENIA:  KAPELE;1505;;;SLOVENIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);45.9;14.2;0
CHINA:  JIANGSU PROVINCE;1531;01;;CHINA;;4.8;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);30.7;117.5;0
CHINA:  GUIZHOU PROVINCE:  QINGLONG;1551;;;CHINA;;5;;;;;;;;;;25.8;105.2;0
PERU;1552;07;02;PERU;30;7.6;;;;;;;;;;-16.6;-71.3;0
AUSTRIA:  PROBABLY KARNTEN;1556;01;24;AUSTRIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);46.9;13.7;0
CHINA:  YUNNAN PROVINCE:  WEISHAN;1586;04;02;CHINA;;5.5;;20;;;;;;;LIMITED (roughly corresponding to less than $1 million);25.3;100.3;0
JAPAN:  HONSHU:  MIYAGI PREFECTURE;1616;09;09;JAPAN;;7;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);38.1;142;0
YATSUSHIRO, JAPAN;1619;05;01;JAPAN;;6.4;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);32.5;130.6;0
CHINA:  HEBEI PROVINCE;1621;03;;CHINA;;5.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);39.5;116.7;0
MOROCCO:  FES (FEZ),MEKNES;1624;;;MOROCCO;;;;;;;;;;;SEVERE (~>$5 to $24 million);34;-4.6;0
CHINA:  GANSU PROVINCE:  LINGTAI;1634;12;;CHINA;;5.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);35.1;107.6;0
PHILIPPINES:  MINDANAO:  ILLANA BAY;1636;12;21;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);7.6;123.7;0
JAPAN:  UCHIURA BAY;1640;07;31;JAPAN;;6.5;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);42.07;140.68;0
ITALY:  LIGURIAN COAST;1646;04;05;ITALY;;5.2;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);43.55;10.317;0
IRAN:  TABRIZ;1650;01;04;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);38;46.2;0
CHILE:  SANTIAGO;1657;07;09;CHILE;;;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-33.5;-70.7;0
IRAN:  MASHHAD, NEYSHABUR (NISHAPUR);1673;07;30;IRAN;;6.6;;5600;;;;;;;SEVERE (~>$5 to $24 million);36.3;59.3;0
JAPAN:  SANRIKU;1677;04;13;JAPAN;;8.1;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);40;144;0
FRANCE:  REMIREMONT,FOUGEROLLES,FAUCOGNEY;1682;05;12;FRANCE;;;;;;;;;;;MODERATE (~$1 to $5 million);48;6.5;0
JAMAICA: PORT ROYAL;1688;03;01;JAMAICA;;;Tsunami;;;;;;;;;17.6;-76.5;0
SEIKAIDO-NANKAIDO;1698;12;22;JAPAN;;6.4;Tsunami;;;;;;;;;33.3;131.7;0
PHILIPPINES:  MANILA;1699;;;PHILIPPINES;;;;;;;;;;;SEVERE (~>$5 to $24 million);14.4;120.6;0
ITALY:  BENEVENTO;1702;03;14;ITALY;;;;150;;;;;;;MODERATE (~$1 to $5 million);41.1;14.5;0
CHINA:  NINGXIA;1709;10;14;CHINA;;7.5;;2032;;;;;;;EXTREME (~$25 million or more);37.4;105.3;0
MEXICO:  MEXICO CITY, COLIMA, GUADALAJARA;1711;08;16;MEXICO;;;;;;;;;;;SEVERE (~>$5 to $24 million);19.2;-103.7;0
TURKEY:  VAN,ERCIS;1715;;;TURKEY;;;;;;;;;;;MODERATE (~$1 to $5 million);38.3;43.2;0
PHILIPPINES:  TAAL, MANILA, RIZAL, LAGUNA, CAVITE;1716;09;24;PHILIPPINES;;;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);14.002;120.993;0
MOROCCO:  MARRAKECH;1719;;;MOROCCO;;;;;;;;;;;SEVERE (~>$5 to $24 million);31.4;-8;0
SWITZERLAND;1720;12;20;SWITZERLAND;;;;;;;;;;;SEVERE (~>$5 to $24 million);47.4;9.5;0
PORTUGAL:  TAVIRA, ALGARVE;1722;12;27;PORTUGAL;;;Tsunami;;;;;27;27;;MODERATE (~$1 to $5 million);37.2;-7.6;0
AZORES:  LUZ;1730;06;13;AZORES (PORTUGAL);;;;;;;;;;;;38.5;-28;0
VENEZUELA:  CUMANA;1750;;;VENEZUELA;;;Tsunami;;;;;;;;;10.5;-64.2;0
CHILE:  CONCEPCION, CHILLAN, TALCA, TUTUBEN, CURICO;1751;05;25;CHILE;;8.5;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);-36.83;-71.63;0
PHILIPPINES:  TAAL VOLCANO;1754;05;15;PHILIPPINES;;;;12;;;;;;;EXTREME (~$25 million or more);14.002;120.993;0
ECUADOR:  PICHINCHA, QUITO;1755;04;26;ECUADOR;;7;;;;;;;;;SEVERE (~>$5 to $24 million);-0.2;-78.5;0
UNITED KINGDOM:  ENGLAND: ST. MARY, SCILLY ISLANDS;1757;07;15;UK;;;Tsunami;;;;;;;;;49.92;-6.32;0
JAPAN:  HIROSAKI;1766;03;08;JAPAN;;6.9;Tsunami;1700;;;;8200;8200;;SEVERE (~>$5 to $24 million);40.9;140.7;0
MOROCCO:  TANGIERS;1773;05;06;MOROCCO;;;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);35.8;-5.83;0
CUBA:  SANTIAGO DE CUBA;1775;02;11;CUBA;;;Tsunami;;;;;;;;;19.9;-76;0
PUERTO RICO:  PONCE,SAN JUAN;1787;05;10;USA TERRITORY;;;;;;;;;;;MODERATE (~$1 to $5 million);18;-66.4;0
TRINIDAD:  PORT-OF-SPAIN;1795;;;TRINIDAD AND TOBAGO;;;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);10.7;-61.7;0
SYRIA:  AL-LADHIQIYAH (LATAKIA);1796;02;26;SYRIA;;;;1500;;;;;;;SEVERE (~>$5 to $24 million);35.2;35.8;0
IRAN:  DODANGEH, E MAZANDARAN;1808;10;09;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.3;53.3;0
CHINA:  SICHUAN PROVINCE:  E. OF GANZE;1811;09;27;CHINA;;6.5;;480;;;;598;;;MODERATE (~$1 to $5 million);31.7;100.3;0
VENEZUELA:  LA GUAIRA;1812;03;26;VENEZUELA;33;7.7;Tsunami;26000;;;;;;;SEVERE (~>$5 to $24 million);10.6;-66.9;0
JAPAN;1812;12;07;JAPAN;;6.6;;;;;;;;;;35.4;139.6;0
