Location name;Year;Month;Day;Country;Focal Depth;EQ Primary;Flag Tsunami;Deaths;Injuries;Missing;Missing Description;Houses destroyed;Houses damaged;Damage (in M$);Damage Description;Lat;Lon;Height
MEXICO-GUATEMALA:  S CHIAPAS;1968;09;25;MEXICO;114;5.7;Tsunami;20;;;;;;;MODERATE (~$1 to $5 million);15.5;-92.7;0
IRAN:  NE KHURASAN PROVINCE;1969;01;03;IRAN;11;5.6;;50;;;;;;;MODERATE (~$1 to $5 million);37.1;57.9;0
ITALY:  PERUGIA;1969;08;11;ITALY;33;4.7;;;4;;;;;;LIMITED (roughly corresponding to less than $1 million);43.2;12.4;0
CHINA:  XINJIANG PROVINCE;1969;09;14;CHINA;;5.5;;;;;;10;;;LIMITED (roughly corresponding to less than $1 million);39.7;74.8;0
COLOMBIA:  BAHIA SOLANO;1970;09;26;COLOMBIA;8;6.6;;;2;;;104;;0.4;LIMITED (roughly corresponding to less than $1 million);6.2;-77.6;0
PERU:  N /  ECUADOR:  S;1970;12;10;PERU;25;7.6;;82;350;;;;;6;SEVERE (~>$5 to $24 million);-4;-80.7;0
CHILE:  CENTRAL;1972;06;08;CHILE;39;6.6;Tsunami;;;;;;;;;-30.5;-71.8;0
TURKEY:  W / CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI;1975;03;27;TURKEY;5;6.7;;;;;;;;;MODERATE (~$1 to $5 million);40.42;26.14;0
TURKEY;1976;03;25;TURKEY;18;4.8;;1;;;;;;;MODERATE (~$1 to $5 million);41.13;43.01;0
CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI;1976;05;29;CHINA;8;7.3;;;;;;;;;SEVERE (~>$5 to $24 million);24.57;98.953;0
MEXICO:  ACAPULCO;1978;03;19;MEXICO;36;6.6;;1;25;;;;;;MODERATE (~$1 to $5 million);17.03;-99.74;0
MINDANAO ISLAND, PHILIPPINES;1978;06;14;PHILIPPINES;24;6.9;Tsunami;;;;;;;;;8.249;122.403;0
BALKANS NW:  SERBIA;1980;05;18;SERBIA;9;5.8;;;30;;;;;5;MODERATE (~$1 to $5 million);43.294;20.837;0
CALIFORNIA:  MAMMOTH LAKES;1980;05;25;USA;7;6.1;;;7;;;;;2;MODERATE (~$1 to $5 million);37.6;-118.84;0
INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS;1981;01;19;INDONESIA;33;6.7;;305;;;;;;5;MODERATE (~$1 to $5 million);-4.576;139.232;0
CALIFORNIA:  WESTMORLAND,CALIPATRIA;1981;04;26;USA;6;6;;;;;;;;1.5;MODERATE (~$1 to $5 million);33.133;-115.65;0
UNITED KINGDOM:  WALES;1984;07;19;UK;13;4.7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);52.878;-4.198;0
PERU:  COAST:  CHIMBOTE;1985;08;21;PERU;57;6.1;;;100;;;60;;;MODERATE (~$1 to $5 million);-9.159;-78.887;0
IRAN:  S, MAMASANI, BUSHEHR, NURABAD;1988;08;11;IRAN;33;6.1;;1;;;;;;;MODERATE (~$1 to $5 million);29.974;51.679;0
INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU;1989;03;08;INDONESIA;32;5.6;;;;;;;;;SEVERE (~>$5 to $24 million);1.031;126.189;0
PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL;1989;03;10;PAPUA NEW GUINEA;53;5.4;;1;;;;;;;MODERATE (~$1 to $5 million);-4.346;152.797;0
MEXICO:  MEXICO CITY, ACAPULCO;1989;04;25;MEXICO;19;6.8;;3;;;;;;;MODERATE (~$1 to $5 million);16.773;-99.328;0
CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN;1989;05;07;CHINA;33;5.6;;1;91;;;5300;;54;EXTREME (~$25 million or more);23.553;99.526;0
ECUADOR:  ESMERALDAS, GUAYAQUIL;1989;06;25;ECUADOR;15;6.1;;;;;;;;;MODERATE (~$1 to $5 million);1.134;-79.616;0
HAWAIIAN ISLANDS:  PUNA DISTRICT;1989;06;26;USA;9;6.1;Tsunami;;5;;;105;;;MODERATE (~$1 to $5 million);19.362;-155.083;0
DJIBOUTI:  GALAFI, YABAKI;1989;08;20;DJIBOUTI;12;6.3;;2;2;;;;;;LIMITED (roughly corresponding to less than $1 million);11.766;41.942;0
ALGERIA:  ALGIERS, CHERCHELL, TIPAZA;1989;10;29;ALGERIA;6;5.7;Tsunami;30;245;;;;;5;MODERATE (~$1 to $5 million);36.788;2.448;0
KAZAKHSTAN:  UST, ZAYSAN;1990;06;14;KAZAKHSTAN;58;6.8;;1;;;;3000;;;SEVERE (~>$5 to $24 million);47.869;85.076;0
AFGHANISTAN:  HINDU KUSH:  PIK LENINA;1990;07;13;AFGHANISTAN;217;5.6;;43;;;;;;;;36.415;70.789;0
TURKEY:  CAMELI, DENIZLI;1990;07;18;TURKEY;17;5.1;;;;;;;393;;MODERATE (~$1 to $5 million);36.99;29.595;0
ECUADOR:  PAMASQUI,  QUITO;1990;08;11;ECUADOR;5;4.4;;4;10;;;;1300;;SEVERE (~>$5 to $24 million);-0.059;-78.449;0
AFGHANISTAN:  BADAKHSTAN PROVINCE;1991;04;18;AFGHANISTAN;33;5.1;;;;;;;1000;;SEVERE (~>$5 to $24 million);37.457;68.273;0
THE NETHERLANDS: ROERMOND / GERMANY: BONN, HEINSBERG;1992;04;13;NETHERLANDS;21;5.2;;1;45;;;;;100;EXTREME (~$25 million or more);51.153;5.798;0
JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA;1993;02;07;JAPAN;11;6.3;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);37.634;137.245;0
PERU:  LIMA;1993;04;18;PERU;106;6.3;;6;;;;;;;LIMITED (roughly corresponding to less than $1 million);-11.652;-76.53;0
JAPAN:  KYUSHU ISLAND;1996;10;18;JAPAN;10;6.6;Tsunami;;;;;;;;;30.568;131.093;0
AUSTRIA:  ARNOLDSTEIN / SLOVENIA:  BOVEC, KOBARID;1998;04;12;AUSTRIA;10;5.7;;1;;;;;;;MODERATE (~$1 to $5 million);46.245;13.652;0
IRAN:  SOUTHERN:  KERMAN;1999;03;04;IRAN;33;6.6;;1;;;;;517;;MODERATE (~$1 to $5 million);28.343;57.193;0
INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA;1999;12;21;INDONESIA;56;6.5;;5;220;;;;2800;3.9;MODERATE (~$1 to $5 million);-6.845;105.555;0
ALGERIA:  NORTHERN:  AIN TEMOUCHENT;1999;12;22;ALGERIA;10;5.6;;24;175;;;;;60.929;EXTREME (~$25 million or more);35.321;-1.281;0
IRAN:  BARDASKAN, KASHMAR;2000;02;02;IRAN;33;5.3;;1;15;;;100;100;;MODERATE (~$1 to $5 million);35.288;58.218;0
EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP;2001;02;13;EL SALVADOR;10;6.6;;315;3399;;;41302;15706;348.5;EXTREME (~$25 million or more);13.671;-88.938;0
PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK;2002;09;08;PAPUA NEW GUINEA;13;7.6;Tsunami;4;70;;;;873;;SEVERE (~>$5 to $24 million);-3.26;142.94;0
IRAN:  KERMANSHAH;2002;12;24;IRAN;33;5.2;;;15;;;3000;3000;;SEVERE (~>$5 to $24 million);34.594;47.454;0
SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL;2003;01;20;SOLOMON ISLANDS;33;7.3;Tsunami;;;;;;;;;-10.491;160.77;0
CHINA:  S. XINJIANG:  BACHU;2003;02;25;CHINA;10;5.4;;5;;;;;;;LIMITED (roughly corresponding to less than $1 million);39.483;77.393;0
TURKEY:  BINGOL;2003;05;01;TURKEY;10;6.4;;177;521;;;718;718;;SEVERE (~>$5 to $24 million);39.007;40.464;0
CHINA:  YUNNAN PROVINCE;2003;07;21;CHINA;10;5.9;;16;584;;;264878;264878;75;EXTREME (~$25 million or more);25.975;101.29;0
BANGLADESH:  RANGAMATI;2003;07;26;BANGLADESH;10;5.7;;2;25;;;500;;;MODERATE (~$1 to $5 million);22.854;92.306;0
JAPAN:  HONSHU:  TOKYO;2003;09;20;JAPAN;52;5.7;;;7;;;;;;LIMITED (roughly corresponding to less than $1 million);34.998;140.172;0
RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO;2003;09;27;RUSSIA;16;7.3;;3;5;;;300;;10.6;SEVERE (~>$5 to $24 million);50.038;87.813;0
JAPAN:  EAST COAST HONSHU;2003;10;31;JAPAN;10;7;Tsunami;;;;;;;;;37.812;142.619;0
TAIWAN:  T'AI-TUNG, KAO-HSIUN;2003;12;10;TAIWAN;10;6.8;;;1;;;;;;LIMITED (roughly corresponding to less than $1 million);23.039;121.362;0
PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA;2004;02;14;PAKISTAN;11;5.4;;24;40;;;1420;1420;;SEVERE (~>$5 to $24 million);34.774;73.216;0
IRAN:  W;2004;11;19;IRAN;37;4.8;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);32.023;48.836;0
PAKISTAN:  QUETTA;2005;03;02;PAKISTAN;52;4.9;;;1;;;;;;LIMITED (roughly corresponding to less than $1 million);30.378;68.038;0
ALBANIA:  TROPOJE;2005;07;10;ALBANIA;4;5.2;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);42.389;19.812;0
MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES;2005;07;26;USA;13;5.6;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);45.365;-112.615;0
INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE;2005;08;30;INDIA;10;4.7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);17.067;73.773;0
PAKISTAN:  BATGRAM;2006;04;04;PAKISTAN;10;4.8;;;28;;;;;;LIMITED (roughly corresponding to less than $1 million);34.6;73.136;0
INDONESIA:  HALMAHERA:  MOROTAI;2006;11;29;INDONESIA;39;6.2;;;;;;50;;;MODERATE (~$1 to $5 million);2.52;128.283;0
LAOS:  BOKEO /  THAILAND:  CHIANG RAI, CHIAN SAEN;2007;05;16;LAOS;24;6.3;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);20.504;100.746;0
UTAH:  HUNTINGTON;2007;08;06;USA;2;4.2;;9;;;;;;;;39.465;-111.237;0
LEBANON-SYRIA:  BAALBEC;2008;02;15;LEBANON;10;5;;;10;;;;;;LIMITED (roughly corresponding to less than $1 million);33.327;35.305;0
JAPAN:  OFF EAST COAST OF HONSHU ISLAND;2008;07;19;JAPAN;22;6.9;Tsunami;;;;;;;;;37.552;142.214;0
TONGA ISLANDS;2009;03;19;TONGA;34;7.6;Tsunami;;;;;;;;;-23.046;-174.659;0
PANAMA: PANAMA CITY;2009;07;04;PANAMA;38;6;;;32;;;;;;LIMITED (roughly corresponding to less than $1 million);9.59;-78.966;0
INDONESIA:  SUMATRA:  PADANG;2009;08;16;INDONESIA;20;6.7;Tsunami;;9;;;;;;;-1.479;99.49;0
MEXICO:  SAN ANDRES HUAXPALTEPEC;2010;06;30;MEXICO;20;6.2;;1;;;;;;;;16.396;-97.782;0
NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH;2010;09;06;NEW ZEALAND;9;5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-43.57;172.388;0
MYANMAR (BURMA):  MONYWA;2011;02;04;MYANMAR (BURMA);85;6.3;;1;;;;;;;LIMITED (roughly corresponding to less than $1 million);24.618;94.68;0
OKLAHOMA:  SPARKS;2011;11;06;USA;5;5.7;;;2;;;14;;;MODERATE (~$1 to $5 million);35.532;-96.765;0
TURKEY:  FETHIYE / GREECE:  RHODES;2012;06;10;TURKEY;35;6.1;;;6;;;;;;LIMITED (roughly corresponding to less than $1 million);36.42;28.88;0
CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG;2012;09;07;CHINA;10;5.6;;81;821;;;37000;133000;1000;EXTREME (~$25 million or more);27.575;103.983;0
RUSSIA:  KURIL ISLANDS;2013;04;19;RUSSIA;110;7.2;Tsunami;;;;;;;;;46.221;150.788;0
NICARAGUA:  MANAGUA, CIUDAD SANDINO;2014;04;14;NICARAGUA;10;5.2;;;;;;7;;;LIMITED (roughly corresponding to less than $1 million);12.151;-86.281;0
MEXICO:  TECPAN;2014;05;08;MEXICO;17;6.4;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);17.235;-100.746;0
ALBANIA:  BELSH;2014;05;19;ALBANIA;10;5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);41.115;19.777;0
CHILE: EASTER ISLAND REGION;2014;10;09;CHILE;17;7;Tsunami;;;;;;;;;-32.108;-110.811;0
PHILIPPINES:  MINDANAO;2015;07;03;PHILIPPINES;32;6.1;;1;;;;;;;;10.169;125.891;0
INDONESIA:  PAPUA;2015;07;27;INDONESIA;48;7;;1;;;;1;6;;LIMITED (roughly corresponding to less than $1 million);-2.629;138.528;0
AFGHANISTAN: HINDU KUSH;2015;10;26;AFGHANISTAN;231;7.5;;399;1770;;;29230;79893;109;EXTREME (~$25 million or more);36.524;70.368;0
SOLOMON ISLANDS;2015;11;18;SOLOMON ISLANDS;13;6.8;Tsunami;;;;;;;;;-8.899;158.422;0
MOROCCO:  MELILLA;2016;01;25;MOROCCO;12;6.3;;1;26;;;;;;LIMITED (roughly corresponding to less than $1 million);35.649;-3.682;0
INDONESIA:  MALUKU:  TERNATE ISLAND;2016;06;07;INDONESIA;31;6.3;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);1.279;126.371;0
RWANDA:  RISUZI / CONGO:  UKAVU;2016;09;23;RWANDA;10;4.8;;8;;;;22;;;LIMITED (roughly corresponding to less than $1 million);-2.65;29.06;0
IRAN:  KHONJ;2017;01;06;IRAN;10;5;;4;4;;;;;;LIMITED (roughly corresponding to less than $1 million);28.2;53.107;0
PHILIPPINES: SURIGAO DEL NORTE;2017;03;05;PHILIPPINES;11;5.7;;1;45;;;13;;;LIMITED (roughly corresponding to less than $1 million);9.831;125.496;0
IRAN:  ARDABIL;2017;05;11;AZERBAIJAN;63;5.1;;;20;;;;85;;MODERATE (~$1 to $5 million);39.816;48.57;0
INDONESIA:  MALUKU:  AMBON;2017;10;31;INDONESIA;6;6.1;;1;;;;;14;;LIMITED (roughly corresponding to less than $1 million);-3.745;127.752;0
PAPUA NEW GUINEA:  S HIGHLANDS, HELA;2018;03;06;PAPUA NEW GUINEA;10;6.7;;25;;;;1;;;;-6.294;142.607;0
INDONESIA: SUMATRA: SOLOK;2018;07;21;INDONESIA;10;5.2;;1;2;;;2;10;;LIMITED (roughly corresponding to less than $1 million);-0.965;100.771;0
INDONESIA:  LOMBOK ISLAND;2019;03;17;INDONESIA;24;5.5;;6;;;;843;3613;;MODERATE (~$1 to $5 million);-8.418;116.52;0
PHILIPPINES:  PAMPANGA PROVINCE;2019;04;22;PHILIPPINES;20;6.1;;18;183;3;Few (~1 to 50 deaths);1046;3329;50;EXTREME (~$25 million or more);14.924;120.497;0
JAPAN:  NIIGATA PREFECTURE;2019;06;18;JAPAN;12;6.4;Tsunami;;28;;;;144;;MODERATE (~$1 to $5 million);38.646;139.472;0
PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE;2019;07;12;PHILIPPINES;14;5.8;;;59;;;67;2085;0.71;LIMITED (roughly corresponding to less than $1 million);9.334;126.04;0
TURKEY:  ISTANBUL;2019;09;26;TURKEY;10;5.7;;1;34;;;;473;;MODERATE (~$1 to $5 million);40.89;28.173;0
ALASKA;2020;07;22;USA;28;7.8;Tsunami;;;;;;;;;55.03;-158.522;0
CHINA:  BEIJING;294;09;;CHINA;;5.5;;101;;;;;;;;40.3;116;0
TURKEY:  IZMIT,NICOMEDIA;355;;;TURKEY;;;;;;;;;;;SEVERE (~>$5 to $24 million);40.7;29.7;0
SYRIA:  ALEPPO;533;11;29;SYRIA;;;;130000;;;;;;;;36.2;37.2;0
GREECE:  MALIAKOS GULF;551;04;;GREECE;;;Tsunami;;;;;;;;;;;0
ARMENIA:  BAYOTSDZOR;735;06;21;ARMENIA;16;5.8;;;;;;;;;MODERATE (~$1 to $5 million);39.7;45.5;0
IRAN:  REY (RAY) / AFGHANISTAN: TALQAN;958;02;23;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);35.3;51.2;0
CHINA:  JIANGSU PROVINCE:  TAICHOU;1037;12;;CHINA;;;;22391;;;;;;;EXTREME (~$25 million or more);32;119;0
CHINA:  SHAANXI PROVINCE:  DINGXIANG, XINXIAN;1038;01;09;CHINA;;7.3;;32300;;;;;;;EXTREME (~$25 million or more);38.4;112.9;0
IRAN:  KHORASAN,JABAL;1065;12;03;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);35;58;0
CHINA:  HEBEI PROVINCE:  CANGZHOU, HEJIAN;1068;08;14;CHINA;;6;;;;;;;;;SEVERE (~>$5 to $24 million);38.5;116.1;0
TURKEY:  SANAOSATA,GHISN-MANSUR,KNESUN,MARAS;1114;03;12;TURKEY;;;;;;;;;;;;37.5;38.5;0
CHINA:  HUNAN PROVINCE:  NAN PI TSIN NAN;1343;07;03;CHINA;;;;;;;;;;;;34.9;105.8;0
IRAN:  KUCHESFAHAN;1367;;;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);37.3;49.7;0
CHINA:  JIANGSU PROVINCE:  NANJING;1372;08;16;CHINA;;4.8;;16;;;;;;;;32;118.8;0
IRAN:  RUDBAR;1400;;;IRAN;;;;;;;;;;;MODERATE (~$1 to $5 million);36.5;49;0
IRAN:  NEYSHABUR (NISHAPUR);1405;01;29;IRAN;15;6.7;;;;;;;;;EXTREME (~$25 million or more);36;58.8;0
TURKEY:  VAN,NEMRUT;1441;;;TURKEY;;;;;;;;;;;SEVERE (~>$5 to $24 million);38.3;43.2;0
SEIONAIKAI, JAPAN;1510;09;21;JAPAN;;6.7;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);34.6;135.4;0
PERU;1513;;;PERU;30;8.7;;;;;;;;;;-17.2;-72.3;0
SPAIN:  VERA;1518;11;09;SPAIN;;;;;;;;;;;EXTREME (~$25 million or more);37.2;-1.5;0
TURKEY:  ISTANBUL;1556;03;10;TURKEY;;;;;;;;;;;;41;29;0
TURKEY:  ROSANNA / NEAR ISTANBUL;1556;05;10;TURKEY;;;;;;;;;;;MODERATE (~$1 to $5 million);41;29;0
ITALY:  FERRARA,BOLOGNA,PADOVA,VENIZIA,TREVISO;1570;11;17;ITALY;;;;125;;;;;;;;45.3;11.4;0
EL SALVADOR:  SAN MARCOS;1576;05;23;EL SALVADOR;;;;;;;;;;;EXTREME (~$25 million or more);;;0
PERU;1582;08;15;PERU;30;7.8;;;;;;;;;;-12.2;-77.6;0
SWITZERLAND;1584;03;14;SWITZERLAND;;5.4;;;;;;;;;SEVERE (~>$5 to $24 million);46.3;7;0
PORTUGAL:  LOULE;1587;11;;PORTUGAL;;;;170;;;;;;;LIMITED (roughly corresponding to less than $1 million);37.1;-8;0
CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG;1588;08;09;CHINA;;6;;;;;;;;;;24;102.8;0
BALKANS NW:  CROATIA:  SENJ;1590;07;25;CROATIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);45;14.9;0
ECUADOR:  QUITO;1590;08;07;ECUADOR;;;;;;;;;;;MODERATE (~$1 to $5 million);-0.5;-78.2;0
VENEZUELA:  LA GRITA,BAILADORES,MERIDA;1610;02;03;VENEZUELA;;7.9;;60;;;;;;;SEVERE (~>$5 to $24 million);8.3;-71.8;0
ITALY:  NASO;1613;08;25;ITALY;;5.6;Tsunami;103;;;;200;;;MODERATE (~$1 to $5 million);38.117;14.783;0
CHILE:  FORT CARELMAPU;1633;05;14;CHILE;;;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);-41.8;-73.8;0
BOSO, JAPAN;1642;09;04;JAPAN;;6.7;Tsunami;;;;;;;;;35.2;140.6;0
CHINA:  SICHUAN PROVINCE;1657;04;21;CHINA;;6;;;;;;;;;SEVERE (~>$5 to $24 million);31.5;103.6;0
JAPAN:  YAMASIRO;1662;06;16;JAPAN;;;;600;;;;;;;SEVERE (~>$5 to $24 million);35.5;136;0
IRAQ:  AL-MAWSIL / ARMENIA;1666;11;;IRAQ;;;;;;;;;;;SEVERE (~>$5 to $24 million);36;42.5;0
YEMEN:  AL MUKHA;1679;09;21;YEMEN;;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);13.3;43.3;0
ECUADOR;1687;11;22;ECUADOR;;7.3;;;;;;;;;MODERATE (~$1 to $5 million);-1.3;-78.6;0
JAPAN:  UGO;1694;06;19;JAPAN;;;;394;;;;2760;;;SEVERE (~>$5 to $24 million);40;139.5;0
JAPAN:  ENSHUNADA;1707;10;28;JAPAN;;8.4;Tsunami;;;;;;;;;34.1;137.8;0
CHINA:  HEBEI PROVINCE;1720;07;12;CHINA;;6.8;;;;;;;;;MODERATE (~$1 to $5 million);40.4;115.5;0
JAPAN:  MORIOKA;1770;05;27;JAPAN;;7.4;;;;;;;;;;38.6;142;0
IRAN:  KASHAN;1778;12;15;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);33.9;51.3;0
RUSSIA:  NEAR KAMCHATKA;1792;08;22;RUSSIA;40;8.4;Tsunami;;;;;;;;;54;162;0
CHINA:  SHANXI PROVINCE;1815;10;23;CHINA;;6.8;;13000;;;;20000;;;EXTREME (~$25 million or more);34.8;111.2;0
CHINA:  HENAN PROVINCE;1820;08;03;CHINA;;6;;430;590;;;26040;;;EXTREME (~$25 million or more);34.1;113.8;0
MOROCCO:  MELILLA;1821;04;08;MOROCCO;;;;;;;;;;;SEVERE (~>$5 to $24 million);35.3;-2.97;0
TURKEY:  TOKAT, ERBAA;1827;06;;TURKEY;;;;;;;;;;;MODERATE (~$1 to $5 million);40.7;36.6;0
CHILE:  VALPARAISO;1829;09;26;CHILE;;7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-33.05;-71.63;0
ITALY:  CASTIGLIONE,COSENZA,CRATI;1835;10;12;ITALY;;;;100;;;;;;;MODERATE (~$1 to $5 million);39.3;16.3;0
CALIFORNIA:  SAN FRANCISCO,SAN JOSE,SANTA CLARA;1838;06;;USA;;7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);37.6;-122.4;0
SAINT VINCENT:  KINGSTOWN;1844;08;30;SAINT VINCENT AND THE GRENADINES;;;;;;;;;;;MODERATE (~$1 to $5 million);13.1;-61.1;0
RUSSIA:  KOMANDORSKY ISLAND;1849;10;28;RUSSIA;20;7.5;Tsunami;;;;;;;;;55;166;0
SWITZERLAND;1851;01;01;SWITZERLAND;;;;;;;;;;;;46.3;8;0
MEXICO:  OAXACA;1852;01;24;MEXICO;;;;;;;;;;;SEVERE (~>$5 to $24 million);17;-96.3;0
PHILIPPINES:  BATANGAS, N MINDANAO;1852;12;24;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);13.8;121.1;0
PERU:  LIMA, CALLAO;1860;04;23;PERU;;;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);-12.1;-77.1;0
IRAQ:  ZURBATIYAH, BADRAH, TURSAQ, BAGHDAD;1864;12;02;IRAQ;;6.4;;100;;;;100;;;MODERATE (~$1 to $5 million);33.38;45.98;0
PERU;1865;01;08;PERU;;;Tsunami;;;;;;;;;-12;-77.1;0
GREECE:  JANNINA (EPIRUS);1867;01;27;GREECE;;;;;;;;;;;;39.8;20.8;0
GREECE:  CEPHALONIA;1867;02;04;GREECE;100;7.9;;200;;;;;;;SEVERE (~>$5 to $24 million);38.4;20.2;0
CHILE:  ARICA;1868;08;14;CHILE;;8.5;;;;;;;;;;-18.6;-71;0
CHILE:  IQUIQUE, PISAGUA;1869;06;25;CHILE;;;Tsunami;;;;;;;;;-19.6;-70.2;0
BRITISH VIRGIN ISLANDS:  TORTOLA ISLAND;1871;09;;BRITISH VIRGIN ISLANDS;;;;;;;;;;;MODERATE (~$1 to $5 million);18.4;-64.6;0
PHILIPPINES:  MINDANAO,ZAMBOANGA,ISABELA (BASILAN);1874;08;24;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);6.8;122;0
UKRAINE:  CRIMEA:  SEVASTOPOL;1875;07;25;UKRAINE;9;5.2;;;;;;;;;MODERATE (~$1 to $5 million);44.5;33.4;0
PAPUA NEW GUINEA:  MACLAY COAST;1875;;;PAPUA NEW GUINEA;;7;Tsunami;;;;;;;;;-6;147;0
VANUATU ISLANDS;1878;02;11;VANUATU;;8;Tsunami;;;;;;;;;-19;168.5;0
VENEZUELA:  OCUMARE DEL TUY;1878;04;29;VENEZUELA;;;;;;;;;;;MODERATE (~$1 to $5 million);10.7;-66.5;0
PHILIPPINES:  NW MINDANAO:  SURIGAO;1879;06;30;PHILIPPINES;;;;;;;;;;;EXTREME (~$25 million or more);9.8;125.5;0
GISBORNE;1880;09;08;NEW ZEALAND;12;7;Tsunami;;;;;;;;;-38.85;178.85;0
JAPAN:  HOKKAIDO ISLAND;1881;10;25;JAPAN;;7;Tsunami;;;;;;;;;43.3;147.3;0
CHINA:  YUNNAN PROVINCE;1884;11;14;CHINA;;6.5;;17;80;;;;;;MODERATE (~$1 to $5 million);23;101.1;0
INDONESIA:  N. MOLUCCAS ISLANDS;1889;09;06;INDONESIA;70;8;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);1;126.25;0
CHINA:  SHANXI PROVINCE;1890;;;CHINA;;5.5;;;;;;;;;MODERATE (~$1 to $5 million);36.9;112.9;0
CHINA:  SHANXI PROVINCE;1891;04;17;CHINA;;5.8;;31;;;;;;;LIMITED (roughly corresponding to less than $1 million);37.1;111.9;0
GREECE:  SAMOTHRAKI;1893;02;09;GREECE;;6.5;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);40.5;25.5;0
PHILIPPINES:  SE MINDANAO:  DAVAO GULF;1894;02;09;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);6;126;0
MISSOURI:  CHARLESTON;1895;10;31;USA;;;Tsunami;;;;;;;;;37;-89.4;0
VENEZUELA:  MACUTO;1900;10;29;VENEZUELA;25;8.4;Tsunami;25;;;;;;;SEVERE (~>$5 to $24 million);11;-66;0
CHINA:  YUNNAN PROVINCE;1901;02;15;CHINA;;6;;;;;;;;;SEVERE (~>$5 to $24 million);26;100.1;0
MEXICO:  JALISCO;1905;05;09;MEXICO;;;;;;;;;;;SEVERE (~>$5 to $24 million);20.3;-103.4;0
ALASKA:  ALEUTIAN ISLANDS;1906;12;23;USA;;7.6;;;;;;;;;;56.85;-153.9;0
PAPUA NEW GUINEA:  NEW BRITAIN;1907;05;04;PAPUA NEW GUINEA;60;7.7;;;;;;;;;;-7.5;153.7;0
ALBANIA;1907;08;16;ALBANIA;13;6.2;;;;;;;;;;41.1;20.1;0
JAPAN:  CHOSHI;1909;03;12;JAPAN;;6.7;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);34.5;141.5;0
PAKISTAN;1909;07;08;PAKISTAN;;;;10;;;;;;;LIMITED (roughly corresponding to less than $1 million);35.5;72.5;0
TURKEY:  KOGLACIK;1909;10;29;TURKEY;;5.8;;;;;;;;;SEVERE (~>$5 to $24 million);40.3;29.6;0
CHINA:  HEBEI PROVINCE;1911;01;26;CHINA;;5.5;;;;;;;;;MODERATE (~$1 to $5 million);39.8;114.5;0
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS;1916;04;18;USA;170;7.5;;;;;;;;;;53.3;-170;0
EL SALVADOR:  SAN SALVADOR;1917;06;08;EL SALVADOR;;6.7;;;;;;;;;EXTREME (~$25 million or more);13.82;-89.31;0
